MONTH,DAY,HOUR,LOAD,temperature,DATE,power
1,1,1,12811,23.1,1/1/2002,128.11
1,1,2,12143,22.2,1/1/2002,121.43
1,1,3,11628,21,1/1/2002,116.28
1,1,4,11421,19.4,1/1/2002,114.21
1,1,5,11455,19.4,1/1/2002,114.55
1,1,6,11713,18.2,1/1/2002,117.13
1,1,7,12184,17.6,1/1/2002,121.84
1,1,8,12477,17.9,1/1/2002,124.77
1,1,9,13082,18.3,1/1/2002,130.82
1,1,10,13729,22.1,1/1/2002,137.29
1,1,11,14254,25.6,1/1/2002,142.54
1,1,12,14524,28.2,1/1/2002,145.24
1,1,13,14498,30.2,1/1/2002,144.98
1,1,14,14268,31.7,1/1/2002,142.68
1,1,15,14091,31.3,1/1/2002,140.91
1,1,16,14276,30.5,1/1/2002,142.76
1,1,17,15748,29,1/1/2002,157.48
1,1,18,17328,27.2,1/1/2002,173.28
1,1,19,17319,26.4,1/1/2002,173.19
1,1,20,16975,25.4,1/1/2002,169.75
1,1,21,16371,24.2,1/1/2002,163.71
1,1,22,15336,22.9,1/1/2002,153.36
1,1,23,13920,22,1/1/2002,139.2
1,1,24,12704,21.5,1/1/2002,127.04
1,2,1,11966,21,1/2/2002,119.66
1,2,2,11646,20.3,1/2/2002,116.46
1,2,3,11529,20.6,1/2/2002,115.29
1,2,4,11570,20.4,1/2/2002,115.7
1,2,5,11962,20.7,1/2/2002,119.62
1,2,6,13190,21,1/2/2002,131.9
1,2,7,15540,20.1,1/2/2002,155.4
1,2,8,17028,20.5,1/2/2002,170.28
1,2,9,17297,21.6,1/2/2002,172.97
1,2,10,17337,24.5,1/2/2002,173.37
1,2,11,17339,28,1/2/2002,173.39
1,2,12,17144,30.9,1/2/2002,171.44
1,2,13,16889,33.2,1/2/2002,168.89
1,2,14,16693,34.8,1/2/2002,166.93
1,2,15,16466,35.5,1/2/2002,164.66
1,2,16,16528,35.2,1/2/2002,165.28
1,2,17,17742,33.3,1/2/2002,177.42
1,2,18,19241,31.6,1/2/2002,192.41
1,2,19,19141,30.3,1/2/2002,191.41
1,2,20,18668,29.8,1/2/2002,186.68
1,2,21,17935,28.9,1/2/2002,179.35
1,2,22,16678,28,1/2/2002,166.78
1,2,23,14974,27.6,1/2/2002,149.74
1,2,24,13411,26.9,1/2/2002,134.11
1,3,1,12464,25.6,1/3/2002,124.64
1,3,2,12050,26.1,1/3/2002,120.5
1,3,3,11858,25.5,1/3/2002,118.58
1,3,4,11863,24.9,1/3/2002,118.63
1,3,5,12196,24.4,1/3/2002,121.96
1,3,6,13340,23.3,1/3/2002,133.4
1,3,7,15601,23.3,1/3/2002,156.01
1,3,8,17118,23.7,1/3/2002,171.18
1,3,9,17291,23.7,1/3/2002,172.91
1,3,10,17271,25.5,1/3/2002,172.71
1,3,11,17234,28.5,1/3/2002,172.34
1,3,12,17051,31.2,1/3/2002,170.51
1,3,13,16721,33.3,1/3/2002,167.21
1,3,14,16580,35.7,1/3/2002,165.8
1,3,15,16292,36.3,1/3/2002,162.92
1,3,16,16379,36.9,1/3/2002,163.79
1,3,17,17569,34.5,1/3/2002,175.69
1,3,18,19040,32.4,1/3/2002,190.4
1,3,19,18985,30.8,1/3/2002,189.85
1,3,20,18557,29.2,1/3/2002,185.57
1,3,21,17839,28.3,1/3/2002,178.39
1,3,22,16630,28,1/3/2002,166.3
1,3,23,14983,27.7,1/3/2002,149.83
1,3,24,13435,26.5,1/3/2002,134.35
1,4,1,12503,26,1/4/2002,125.03
1,4,2,12062,24.9,1/4/2002,120.62
1,4,3,11874,25,1/4/2002,118.74
1,4,4,11869,25.5,1/4/2002,118.69
1,4,5,12217,24.6,1/4/2002,122.17
1,4,6,13401,23.7,1/4/2002,134.01
1,4,7,15711,21.8,1/4/2002,157.11
1,4,8,17220,21.1,1/4/2002,172.2
1,4,9,17368,21.7,1/4/2002,173.68
1,4,10,17332,24.1,1/4/2002,173.32
1,4,11,17289,25.9,1/4/2002,172.89
1,4,12,17108,27.9,1/4/2002,171.08
1,4,13,16809,30.1,1/4/2002,168.09
1,4,14,16646,31.8,1/4/2002,166.46
1,4,15,16422,32.4,1/4/2002,164.22
1,4,16,16356,33.1,1/4/2002,163.56
1,4,17,17351,31.9,1/4/2002,173.51
1,4,18,18527,30.5,1/4/2002,185.27
1,4,19,18349,29.8,1/4/2002,183.49
1,4,20,17776,28.8,1/4/2002,177.76
1,4,21,17087,28.5,1/4/2002,170.87
1,4,22,16146,28.5,1/4/2002,161.46
1,4,23,14771,28.9,1/4/2002,147.71
1,4,24,13368,29.6,1/4/2002,133.68
1,5,1,12294,29.9,1/5/2002,122.94
1,5,2,11723,30.1,1/5/2002,117.23
1,5,3,11411,30.3,1/5/2002,114.11
1,5,4,11246,30.7,1/5/2002,112.46
1,5,5,11337,30.4,1/5/2002,113.37
1,5,6,11730,30.2,1/5/2002,117.3
1,5,7,12510,30.4,1/5/2002,125.1
1,5,8,13375,30.2,1/5/2002,133.75
1,5,9,14438,30.7,1/5/2002,144.38
1,5,10,15125,32.5,1/5/2002,151.25
1,5,11,15356,34.1,1/5/2002,153.56
1,5,12,15296,36.1,1/5/2002,152.96
1,5,13,15019,36.6,1/5/2002,150.19
1,5,14,14673,37.3,1/5/2002,146.73
1,5,15,14382,37.9,1/5/2002,143.82
1,5,16,14437,37.9,1/5/2002,144.37
1,5,17,15540,37,1/5/2002,155.4
1,5,18,16760,36.4,1/5/2002,167.6
1,5,19,16574,35.4,1/5/2002,165.74
1,5,20,16085,35.1,1/5/2002,160.85
1,5,21,15479,34.7,1/5/2002,154.79
1,5,22,14745,34.3,1/5/2002,147.45
1,5,23,13731,33.5,1/5/2002,137.31
1,5,24,12574,33,1/5/2002,125.74
1,6,1,11617,33.6,1/6/2002,116.17
1,6,2,11047,33.5,1/6/2002,110.47
1,6,3,10731,32.8,1/6/2002,107.31
1,6,4,10597,32.3,1/6/2002,105.97
1,6,5,10670,32,1/6/2002,106.7
1,6,6,10939,31,1/6/2002,109.39
1,6,7,11463,29.8,1/6/2002,114.63
1,6,8,12105,30.2,1/6/2002,121.05
1,6,9,13116,31.4,1/6/2002,131.16
1,6,10,13967,32.8,1/6/2002,139.67
1,6,11,14342,35.2,1/6/2002,143.42
1,6,12,14538,36.8,1/6/2002,145.38
1,6,13,14558,38.7,1/6/2002,145.58
1,6,14,14425,40.8,1/6/2002,144.25
1,6,15,14322,41.8,1/6/2002,143.22
1,6,16,14560,40.5,1/6/2002,145.6
1,6,17,15836,39.6,1/6/2002,158.36
1,6,18,16827,38.2,1/6/2002,168.27
1,6,19,16640,36.9,1/6/2002,166.4
1,6,20,16164,37.6,1/6/2002,161.64
1,6,21,15494,37,1/6/2002,154.94
1,6,22,14494,36.7,1/6/2002,144.94
1,6,23,13207,35,1/6/2002,132.07
1,6,24,12019,34.9,1/6/2002,120.19
1,7,1,11209,35,1/7/2002,112.09
1,7,2,10832,34.5,1/7/2002,108.32
1,7,3,10678,34.4,1/7/2002,106.78
1,7,4,10697,34,1/7/2002,106.97
1,7,5,11049,33.8,1/7/2002,110.49
1,7,6,12245,33.7,1/7/2002,122.45
1,7,7,14519,33.9,1/7/2002,145.19
1,7,8,16129,33.9,1/7/2002,161.29
1,7,9,16621,33.8,1/7/2002,166.21
1,7,10,16897,33.9,1/7/2002,168.97
1,7,11,17168,34.3,1/7/2002,171.68
1,7,12,17285,34,1/7/2002,172.85
1,7,13,17240,33,1/7/2002,172.4
1,7,14,17198,32.6,1/7/2002,171.98
1,7,15,17080,32.5,1/7/2002,170.8
1,7,16,17231,31.6,1/7/2002,172.31
1,7,17,18210,31,1/7/2002,182.1
1,7,18,19183,30.1,1/7/2002,191.83
1,7,19,18973,29.4,1/7/2002,189.73
1,7,20,18458,28.6,1/7/2002,184.58
1,7,21,17628,27.7,1/7/2002,176.28
1,7,22,16409,26.9,1/7/2002,164.09
1,7,23,14777,25.6,1/7/2002,147.77
1,7,24,13331,24.5,1/7/2002,133.31
1,8,1,12395,23.7,1/8/2002,123.95
1,8,2,12007,22.5,1/8/2002,120.07
1,8,3,11869,21.4,1/8/2002,118.69
1,8,4,11873,20,1/8/2002,118.73
1,8,5,12261,19.5,1/8/2002,122.61
1,8,6,13478,18.2,1/8/2002,134.78
1,8,7,15895,17.9,1/8/2002,158.95
1,8,8,17219,17.6,1/8/2002,172.19
1,8,9,17349,17.7,1/8/2002,173.49
1,8,10,17287,19.7,1/8/2002,172.87
1,8,11,17231,22.4,1/8/2002,172.31
1,8,12,17065,25.4,1/8/2002,170.65
1,8,13,16796,27.8,1/8/2002,167.96
1,8,14,16605,29.4,1/8/2002,166.05
1,8,15,16397,30.7,1/8/2002,163.97
1,8,16,16464,30.6,1/8/2002,164.64
1,8,17,17519,29.9,1/8/2002,175.19
1,8,18,19024,28.5,1/8/2002,190.24
1,8,19,18944,27.7,1/8/2002,189.44
1,8,20,18466,26.7,1/8/2002,184.66
1,8,21,17699,26.7,1/8/2002,176.99
1,8,22,16472,26.5,1/8/2002,164.72
1,8,23,14806,27.3,1/8/2002,148.06
1,8,24,13260,27.6,1/8/2002,132.6
1,9,1,12336,27.7,1/9/2002,123.36
1,9,2,11899,27.5,1/9/2002,118.99
1,9,3,11708,27.3,1/9/2002,117.08
1,9,4,11701,27,1/9/2002,117.01
1,9,5,12028,25.9,1/9/2002,120.28
1,9,6,13214,25.9,1/9/2002,132.14
1,9,7,15527,26.4,1/9/2002,155.27
1,9,8,16985,27.3,1/9/2002,169.85
1,9,9,17197,28.3,1/9/2002,171.97
1,9,10,17223,29.8,1/9/2002,172.23
1,9,11,17261,31.4,1/9/2002,172.61
1,9,12,17191,32.9,1/9/2002,171.91
1,9,13,17042,34,1/9/2002,170.42
1,9,14,16971,34.1,1/9/2002,169.71
1,9,15,16860,34.5,1/9/2002,168.6
1,9,16,16898,34.6,1/9/2002,168.98
1,9,17,17842,34.4,1/9/2002,178.42
1,9,18,18868,34.2,1/9/2002,188.68
1,9,19,18599,34.3,1/9/2002,185.99
1,9,20,18047,34,1/9/2002,180.47
1,9,21,17273,33.9,1/9/2002,172.73
1,9,22,15995,33.7,1/9/2002,159.95
1,9,23,14277,34.1,1/9/2002,142.77
1,9,24,12785,34.7,1/9/2002,127.85
1,10,1,11800,36.1,1/10/2002,118
1,10,2,11344,36.4,1/10/2002,113.44
1,10,3,11126,36.5,1/10/2002,111.26
1,10,4,11085,36.4,1/10/2002,110.85
1,10,5,11395,36.4,1/10/2002,113.95
1,10,6,12536,36.5,1/10/2002,125.36
1,10,7,14892,35.8,1/10/2002,148.92
1,10,8,16424,36.2,1/10/2002,164.24
1,10,9,16544,36.9,1/10/2002,165.44
1,10,10,16447,38.2,1/10/2002,164.47
1,10,11,16390,40.8,1/10/2002,163.9
1,10,12,16248,43.2,1/10/2002,162.48
1,10,13,16035,44.7,1/10/2002,160.35
1,10,14,15963,46,1/10/2002,159.63
1,10,15,15804,46.7,1/10/2002,158.04
1,10,16,15887,46.3,1/10/2002,158.87
1,10,17,16915,45.8,1/10/2002,169.15
1,10,18,18047,44.6,1/10/2002,180.47
1,10,19,17873,44.2,1/10/2002,178.73
1,10,20,17404,43.6,1/10/2002,174.04
1,10,21,16625,41.9,1/10/2002,166.25
1,10,22,15426,41.8,1/10/2002,154.26
1,10,23,13895,40.8,1/10/2002,138.95
1,10,24,12410,40,1/10/2002,124.1
1,11,1,11460,39.2,1/11/2002,114.6
1,11,2,11003,38.3,1/11/2002,110.03
1,11,3,10786,36.9,1/11/2002,107.86
1,11,4,10759,36.6,1/11/2002,107.59
1,11,5,11051,36.2,1/11/2002,110.51
1,11,6,12228,35.7,1/11/2002,122.28
1,11,7,14568,35,1/11/2002,145.68
1,11,8,16220,35.5,1/11/2002,162.2
1,11,9,16478,36.5,1/11/2002,164.78
1,11,10,16616,37.9,1/11/2002,166.16
1,11,11,16783,37.9,1/11/2002,167.83
1,11,12,16795,37.9,1/11/2002,167.95
1,11,13,16706,37.4,1/11/2002,167.06
1,11,14,16608,37.2,1/11/2002,166.08
1,11,15,16349,37.6,1/11/2002,163.49
1,11,16,16274,37.5,1/11/2002,162.74
1,11,17,16870,37.4,1/11/2002,168.7
1,11,18,17776,36.8,1/11/2002,177.76
1,11,19,17504,37.3,1/11/2002,175.04
1,11,20,16930,37.2,1/11/2002,169.3
1,11,21,16249,36.7,1/11/2002,162.49
1,11,22,15311,36.8,1/11/2002,153.11
1,11,23,14061,36.9,1/11/2002,140.61
1,11,24,12762,36.8,1/11/2002,127.62
1,12,1,11775,36.1,1/12/2002,117.75
1,12,2,11250,35.7,1/12/2002,112.5
1,12,3,10936,35.4,1/12/2002,109.36
1,12,4,10830,34.9,1/12/2002,108.3
1,12,5,10929,33.9,1/12/2002,109.29
1,12,6,11368,33.5,1/12/2002,113.68
1,12,7,12142,33.4,1/12/2002,121.42
1,12,8,13109,33.1,1/12/2002,131.09
1,12,9,14263,33.8,1/12/2002,142.63
1,12,10,15092,34.8,1/12/2002,150.92
1,12,11,15387,36,1/12/2002,153.87
1,12,12,15284,37.2,1/12/2002,152.84
1,12,13,14920,38.4,1/12/2002,149.2
1,12,14,14544,38.9,1/12/2002,145.44
1,12,15,14225,39.7,1/12/2002,142.25
1,12,16,14156,39.9,1/12/2002,141.56
1,12,17,14970,39.5,1/12/2002,149.7
1,12,18,16356,37.7,1/12/2002,163.56
1,12,19,16266,36.1,1/12/2002,162.66
1,12,20,15783,36,1/12/2002,157.83
1,12,21,15234,34.6,1/12/2002,152.34
1,12,22,14537,33.8,1/12/2002,145.37
1,12,23,13513,33.9,1/12/2002,135.13
1,12,24,12391,34.2,1/12/2002,123.91
1,13,1,11420,34.1,1/13/2002,114.2
1,13,2,10833,34,1/13/2002,108.33
1,13,3,10590,33.4,1/13/2002,105.9
1,13,4,10368,34,1/13/2002,103.68
1,13,5,10374,34.5,1/13/2002,103.74
1,13,6,10605,35.3,1/13/2002,106.05
1,13,7,11109,35.4,1/13/2002,111.09
1,13,8,11933,35.3,1/13/2002,119.33
1,13,9,13053,35,1/13/2002,130.53
1,13,10,14140,34.7,1/13/2002,141.4
1,13,11,14789,34,1/13/2002,147.89
1,13,12,15185,34.1,1/13/2002,151.85
1,13,13,15304,35.2,1/13/2002,153.04
1,13,14,15130,35.9,1/13/2002,151.3
1,13,15,14826,35.9,1/13/2002,148.26
1,13,16,14769,36.4,1/13/2002,147.69
1,13,17,15691,36.3,1/13/2002,156.91
1,13,18,17052,35.2,1/13/2002,170.52
1,13,19,16983,35.3,1/13/2002,169.83
1,13,20,16500,34.6,1/13/2002,165
1,13,21,15841,34,1/13/2002,158.41
1,13,22,14834,33.3,1/13/2002,148.34
1,13,23,13556,32.9,1/13/2002,135.56
1,13,24,12379,32.5,1/13/2002,123.79
1,14,1,11624,31.5,1/14/2002,116.24
1,14,2,11297,31,1/14/2002,112.97
1,14,3,11036,30.5,1/14/2002,110.36
1,14,4,11154,30.6,1/14/2002,111.54
1,14,5,11547,29.7,1/14/2002,115.47
1,14,6,12793,29.2,1/14/2002,127.93
1,14,7,15234,28.5,1/14/2002,152.34
1,14,8,16641,27.9,1/14/2002,166.41
1,14,9,16856,27.7,1/14/2002,168.56
1,14,10,16872,29.3,1/14/2002,168.72
1,14,11,16891,30.9,1/14/2002,168.91
1,14,12,16792,32.5,1/14/2002,167.92
1,14,13,16638,33.2,1/14/2002,166.38
1,14,14,16521,34.2,1/14/2002,165.21
1,14,15,16314,34.3,1/14/2002,163.14
1,14,16,16395,34.6,1/14/2002,163.95
1,14,17,17363,34.1,1/14/2002,173.63
1,14,18,18709,33,1/14/2002,187.09
1,14,19,18580,32.2,1/14/2002,185.8
1,14,20,18069,31.7,1/14/2002,180.69
1,14,21,17250,30.6,1/14/2002,172.5
1,14,22,15998,31.1,1/14/2002,159.98
1,14,23,14301,30.9,1/14/2002,143.01
1,14,24,12840,31.6,1/14/2002,128.4
1,15,1,11898,32,1/15/2002,118.98
1,15,2,11462,31.7,1/15/2002,114.62
1,15,3,11289,31,1/15/2002,112.89
1,15,4,11244,31.3,1/15/2002,112.44
1,15,5,11543,31.5,1/15/2002,115.43
1,15,6,12681,31.8,1/15/2002,126.81
1,15,7,15010,32,1/15/2002,150.1
1,15,8,16623,31.5,1/15/2002,166.23
1,15,9,16879,31.3,1/15/2002,168.79
1,15,10,17010,31.4,1/15/2002,170.1
1,15,11,17152,31.7,1/15/2002,171.52
1,15,12,17078,31.9,1/15/2002,170.78
1,15,13,16932,32.3,1/15/2002,169.32
1,15,14,16865,32.3,1/15/2002,168.65
1,15,15,16661,32.5,1/15/2002,166.61
1,15,16,16782,32.7,1/15/2002,167.82
1,15,17,17707,32.6,1/15/2002,177.07
1,15,18,18724,33.2,1/15/2002,187.24
1,15,19,18533,32.7,1/15/2002,185.33
1,15,20,17976,32.9,1/15/2002,179.76
1,15,21,17196,32.5,1/15/2002,171.96
1,15,22,15930,32.5,1/15/2002,159.3
1,15,23,14313,32.9,1/15/2002,143.13
1,15,24,12828,32.6,1/15/2002,128.28
1,16,1,11928,34,1/16/2002,119.28
1,16,2,11480,34.2,1/16/2002,114.8
1,16,3,11250,34.5,1/16/2002,112.5
1,16,4,11234,34.4,1/16/2002,112.34
1,16,5,11564,34.8,1/16/2002,115.64
1,16,6,12764,34,1/16/2002,127.64
1,16,7,15190,33.4,1/16/2002,151.9
1,16,8,16611,32.6,1/16/2002,166.11
1,16,9,16749,32.1,1/16/2002,167.49
1,16,10,16770,32.7,1/16/2002,167.7
1,16,11,16828,33.6,1/16/2002,168.28
1,16,12,16654,34.4,1/16/2002,166.54
1,16,13,16401,35.3,1/16/2002,164.01
1,16,14,16265,36.3,1/16/2002,162.65
1,16,15,16080,36.3,1/16/2002,160.8
1,16,16,16185,35.8,1/16/2002,161.85
1,16,17,17137,34.8,1/16/2002,171.37
1,16,18,18564,33.7,1/16/2002,185.64
1,16,19,18484,32.7,1/16/2002,184.84
1,16,20,18011,31.7,1/16/2002,180.11
1,16,21,17314,31,1/16/2002,173.14
1,16,22,16115,30.1,1/16/2002,161.15
1,16,23,14495,29.7,1/16/2002,144.95
1,16,24,13045,29.8,1/16/2002,130.45
1,17,1,12082,29.3,1/17/2002,120.82
1,17,2,11667,28.7,1/17/2002,116.67
1,17,3,11478,28.8,1/17/2002,114.78
1,17,4,11448,28.3,1/17/2002,114.48
1,17,5,11800,28.6,1/17/2002,118
1,17,6,12974,28.2,1/17/2002,129.74
1,17,7,15316,28.6,1/17/2002,153.16
1,17,8,16925,28.2,1/17/2002,169.25
1,17,9,17243,28,1/17/2002,172.43
1,17,10,17379,29.6,1/17/2002,173.79
1,17,11,17457,30.8,1/17/2002,174.57
1,17,12,17395,32.6,1/17/2002,173.95
1,17,13,17158,34,1/17/2002,171.58
1,17,14,16889,36,1/17/2002,168.89
1,17,15,16486,38.6,1/17/2002,164.86
1,17,16,16360,39.5,1/17/2002,163.6
1,17,17,17091,39.3,1/17/2002,170.91
1,17,18,18492,38.1,1/17/2002,184.92
1,17,19,18415,37.3,1/17/2002,184.15
1,17,20,17972,36.3,1/17/2002,179.72
1,17,21,17251,35.2,1/17/2002,172.51
1,17,22,16116,34.3,1/17/2002,161.16
1,17,23,14531,33,1/17/2002,145.31
1,17,24,13115,32.1,1/17/2002,131.15
1,18,1,12192,30.8,1/18/2002,121.92
1,18,2,11769,29.6,1/18/2002,117.69
1,18,3,11571,28.1,1/18/2002,115.71
1,18,4,11565,28.3,1/18/2002,115.65
1,18,5,11901,27.6,1/18/2002,119.01
1,18,6,13094,26.7,1/18/2002,130.94
1,18,7,15432,25.5,1/18/2002,154.32
1,18,8,16886,25.7,1/18/2002,168.86
1,18,9,17100,26.5,1/18/2002,171
1,18,10,17143,28.3,1/18/2002,171.43
1,18,11,17087,30.4,1/18/2002,170.87
1,18,12,16919,31.8,1/18/2002,169.19
1,18,13,16744,33.1,1/18/2002,167.44
1,18,14,16602,33.1,1/18/2002,166.02
1,18,15,16421,32.9,1/18/2002,164.21
1,18,16,16308,32.5,1/18/2002,163.08
1,18,17,16917,32.2,1/18/2002,169.17
1,18,18,18155,30.3,1/18/2002,181.55
1,18,19,18027,29.8,1/18/2002,180.27
1,18,20,17463,29.5,1/18/2002,174.63
1,18,21,16947,28.7,1/18/2002,169.47
1,18,22,15956,27.3,1/18/2002,159.56
1,18,23,14733,26.4,1/18/2002,147.33
1,18,24,13439,26.2,1/18/2002,134.39
1,19,1,12508,25,1/19/2002,125.08
1,19,2,12014,23.2,1/19/2002,120.14
1,19,3,11775,22.2,1/19/2002,117.75
1,19,4,11692,21.2,1/19/2002,116.92
1,19,5,11809,20.9,1/19/2002,118.09
1,19,6,12229,20.2,1/19/2002,122.29
1,19,7,13036,19.6,1/19/2002,130.36
1,19,8,14045,19.3,1/19/2002,140.45
1,19,9,15247,19.6,1/19/2002,152.47
1,19,10,16071,21,1/19/2002,160.71
1,19,11,16293,23,1/19/2002,162.93
1,19,12,16173,24.5,1/19/2002,161.73
1,19,13,15892,25.9,1/19/2002,158.92
1,19,14,15599,27.2,1/19/2002,155.99
1,19,15,15488,27.6,1/19/2002,154.88
1,19,16,15569,27.1,1/19/2002,155.69
1,19,17,16447,26.5,1/19/2002,164.47
1,19,18,17536,25.3,1/19/2002,175.36
1,19,19,17412,24.9,1/19/2002,174.12
1,19,20,16874,24.3,1/19/2002,168.74
1,19,21,16163,24.2,1/19/2002,161.63
1,19,22,15362,24.7,1/19/2002,153.62
1,19,23,14343,24.7,1/19/2002,143.43
1,19,24,13333,24.7,1/19/2002,133.33
1,20,1,12331,24.4,1/20/2002,123.31
1,20,2,11679,24,1/20/2002,116.79
1,20,3,11369,23.3,1/20/2002,113.69
1,20,4,11259,22.7,1/20/2002,112.59
1,20,5,11346,20.7,1/20/2002,113.46
1,20,6,11613,19.1,1/20/2002,116.13
1,20,7,12151,17.7,1/20/2002,121.51
1,20,8,12764,18.5,1/20/2002,127.64
1,20,9,13622,18.1,1/20/2002,136.22
1,20,10,14162,20.6,1/20/2002,141.62
1,20,11,14378,24,1/20/2002,143.78
1,20,12,14505,27.6,1/20/2002,145.05
1,20,13,14418,29.6,1/20/2002,144.18
1,20,14,14119,32.7,1/20/2002,141.19
1,20,15,13886,33.8,1/20/2002,138.86
1,20,16,13943,34.2,1/20/2002,139.43
1,20,17,14856,33.9,1/20/2002,148.56
1,20,18,16547,32.3,1/20/2002,165.47
1,20,19,16642,31,1/20/2002,166.42
1,20,20,16166,29.5,1/20/2002,161.66
1,20,21,15578,28.7,1/20/2002,155.78
1,20,22,14726,28.4,1/20/2002,147.26
1,20,23,13645,27.9,1/20/2002,136.45
1,20,24,12585,27.5,1/20/2002,125.85
1,21,1,11826,26.9,1/21/2002,118.26
1,21,2,11468,25.8,1/21/2002,114.68
1,21,3,11308,27.2,1/21/2002,113.08
1,21,4,11327,27.1,1/21/2002,113.27
1,21,5,11663,25.5,1/21/2002,116.63
1,21,6,12618,24,1/21/2002,126.18
1,21,7,14203,21,1/21/2002,142.03
1,21,8,15621,22.2,1/21/2002,156.21
1,21,9,16606,23.9,1/21/2002,166.06
1,21,10,17312,25.3,1/21/2002,173.12
1,21,11,17695,27,1/21/2002,176.95
1,21,12,17827,28.9,1/21/2002,178.27
1,21,13,17730,29.5,1/21/2002,177.3
1,21,14,17618,30.7,1/21/2002,176.18
1,21,15,17415,31.3,1/21/2002,174.15
1,21,16,17182,32,1/21/2002,171.82
1,21,17,17718,32.5,1/21/2002,177.18
1,21,18,18840,32.6,1/21/2002,188.4
1,21,19,18651,32.1,1/21/2002,186.51
1,21,20,18087,31.5,1/21/2002,180.87
1,21,21,17231,32.6,1/21/2002,172.31
1,21,22,15998,32.7,1/21/2002,159.98
1,21,23,14429,33.1,1/21/2002,144.29
1,21,24,12985,32.8,1/21/2002,129.85
1,22,1,12055,32.1,1/22/2002,120.55
1,22,2,11640,31.2,1/22/2002,116.4
1,22,3,11447,30.6,1/22/2002,114.47
1,22,4,11436,30.9,1/22/2002,114.36
1,22,5,11777,32.1,1/22/2002,117.77
1,22,6,12948,32,1/22/2002,129.48
1,22,7,15321,32.4,1/22/2002,153.21
1,22,8,16676,31.8,1/22/2002,166.76
1,22,9,16760,32.4,1/22/2002,167.6
1,22,10,16683,35.1,1/22/2002,166.83
1,22,11,16670,36.5,1/22/2002,166.7
1,22,12,16606,38.1,1/22/2002,166.06
1,22,13,16404,39.5,1/22/2002,164.04
1,22,14,16250,40.2,1/22/2002,162.5
1,22,15,16023,40.6,1/22/2002,160.23
1,22,16,15902,41,1/22/2002,159.02
1,22,17,16596,40.1,1/22/2002,165.96
1,22,18,18249,38.2,1/22/2002,182.49
1,22,19,18327,36.5,1/22/2002,183.27
1,22,20,17900,34.8,1/22/2002,179
1,22,21,17199,32.4,1/22/2002,171.99
1,22,22,16011,30,1/22/2002,160.11
1,22,23,14395,29.6,1/22/2002,143.95
1,22,24,12966,29.9,1/22/2002,129.66
1,23,1,12064,29.2,1/23/2002,120.64
1,23,2,11659,30.2,1/23/2002,116.59
1,23,3,11471,30.6,1/23/2002,114.71
1,23,4,11442,30.8,1/23/2002,114.42
1,23,5,11745,31.1,1/23/2002,117.45
1,23,6,12952,31.3,1/23/2002,129.52
1,23,7,15322,31.9,1/23/2002,153.22
1,23,8,16694,34.1,1/23/2002,166.94
1,23,9,16769,35.8,1/23/2002,167.69
1,23,10,16667,38.8,1/23/2002,166.67
1,23,11,16629,42.2,1/23/2002,166.29
1,23,12,16486,45.2,1/23/2002,164.86
1,23,13,16245,46.9,1/23/2002,162.45
1,23,14,16128,48.1,1/23/2002,161.28
1,23,15,15941,49,1/23/2002,159.41
1,23,16,16029,47.7,1/23/2002,160.29
1,23,17,16892,45.9,1/23/2002,168.92
1,23,18,18081,44.9,1/23/2002,180.81
1,23,19,17934,44.6,1/23/2002,179.34
1,23,20,17385,43.8,1/23/2002,173.85
1,23,21,16607,43.5,1/23/2002,166.07
1,23,22,15405,42.9,1/23/2002,154.05
1,23,23,13762,42.5,1/23/2002,137.62
1,23,24,12291,41.5,1/23/2002,122.91
1,24,1,11334,41.2,1/24/2002,113.34
1,24,2,10900,41.1,1/24/2002,109
1,24,3,10671,39.8,1/24/2002,106.71
1,24,4,10648,39.3,1/24/2002,106.48
1,24,5,10971,38.5,1/24/2002,109.71
1,24,6,12197,37.7,1/24/2002,121.97
1,24,7,14467,37.3,1/24/2002,144.67
1,24,8,16184,38.5,1/24/2002,161.84
1,24,9,16382,38.5,1/24/2002,163.82
1,24,10,16467,39.7,1/24/2002,164.67
1,24,11,16618,41.2,1/24/2002,166.18
1,24,12,16543,42.1,1/24/2002,165.43
1,24,13,16457,43.5,1/24/2002,164.57
1,24,14,16465,43.5,1/24/2002,164.65
1,24,15,16388,43,1/24/2002,163.88
1,24,16,16405,42.5,1/24/2002,164.05
1,24,17,17133,42.3,1/24/2002,171.33
1,24,18,18005,42.5,1/24/2002,180.05
1,24,19,17808,42.8,1/24/2002,178.08
1,24,20,17267,42.3,1/24/2002,172.67
1,24,21,16508,42.6,1/24/2002,165.08
1,24,22,15343,43.3,1/24/2002,153.43
1,24,23,13808,41.2,1/24/2002,138.08
1,24,24,12352,39,1/24/2002,123.52
1,25,1,11423,37.3,1/25/2002,114.23
1,25,2,10999,36.7,1/25/2002,109.99
1,25,3,10781,36.2,1/25/2002,107.81
1,25,4,10770,35.8,1/25/2002,107.7
1,25,5,11111,35.6,1/25/2002,111.11
1,25,6,12257,34.9,1/25/2002,122.57
1,25,7,14657,34.2,1/25/2002,146.57
1,25,8,16152,33.5,1/25/2002,161.52
1,25,9,16415,33.4,1/25/2002,164.15
1,25,10,16388,34.6,1/25/2002,163.88
1,25,11,16384,35.5,1/25/2002,163.84
