date,dayofweek,hour,temperature,load,power
6/27/2002,4,17,88.2,22744,227.44
6/27/2002,4,18,85.9,22086,220.86
6/27/2002,4,19,81.2,21179,211.79
6/27/2002,4,20,77.5,20489,204.89
6/27/2002,4,21,76.7,20445,204.45
6/27/2002,4,22,75.1,19575,195.75
6/27/2002,4,23,73.8,17491,174.91
6/27/2002,4,24,71,15497,154.97
6/28/2002,5,1,70.5,14096,140.96
6/28/2002,5,2,69.6,13273,132.73
6/28/2002,5,3,69.1,12824,128.24
6/28/2002,5,4,68.9,12599,125.99
6/28/2002,5,5,69.2,12697,126.97
6/28/2002,5,6,68.6,13355,133.55
6/28/2002,5,7,69,15035,150.35
6/28/2002,5,8,70,16998,169.98
6/28/2002,5,9,71.4,18419,184.19
6/28/2002,5,10,73.3,19422,194.22
6/28/2002,5,11,75.8,20183,201.83
6/28/2002,5,12,78.4,20687,206.87
6/28/2002,5,13,79.9,20778,207.78
6/28/2002,5,14,80.3,20991,209.91
6/28/2002,5,15,79.9,20962,209.62
6/28/2002,5,16,81.3,20624,206.24
6/28/2002,5,17,79.3,20329,203.29
6/28/2002,5,18,79.7,19812,198.12
6/28/2002,5,19,78.8,19048,190.48
6/28/2002,5,20,76.2,18366,183.66
6/28/2002,5,21,73.4,18164,181.64
6/28/2002,5,22,71.7,17757,177.57
6/28/2002,5,23,71.6,16218,162.18
6/28/2002,5,24,70.6,14453,144.53
6/29/2002,6,1,70.2,13127,131.27
6/29/2002,6,2,68.3,12220,122.2
6/29/2002,6,3,67.5,11643,116.43
6/29/2002,6,4,67,11248,112.48
6/29/2002,6,5,66,11109,111.09
6/29/2002,6,6,65.2,11039,110.39
6/29/2002,6,7,65.7,11788,117.88
6/29/2002,6,8,67.9,13244,132.44
6/29/2002,6,9,71,14844,148.44
6/29/2002,6,10,73.9,16014,160.14
6/29/2002,6,11,76.7,16717,167.17
6/29/2002,6,12,78.1,17044,170.44
6/29/2002,6,13,78.9,17095,170.95
6/29/2002,6,14,79.4,17045,170.45
6/29/2002,6,15,80,17022,170.22
6/29/2002,6,16,79.2,17028,170.28
6/29/2002,6,17,79.6,17067,170.67
6/29/2002,6,18,78.9,16964,169.64
6/29/2002,6,19,77.8,16586,165.86
6/29/2002,6,20,76.2,16076,160.76
6/29/2002,6,21,73.8,16082,160.82
6/29/2002,6,22,71.6,15938,159.38
6/29/2002,6,23,69.2,14741,147.41
6/29/2002,6,24,68.6,13289,132.89
6/30/2002,7,1,67.1,12059,120.59
6/30/2002,7,2,65.9,11261,112.61
6/30/2002,7,3,65.3,10785,107.85
6/30/2002,7,4,64.2,10485,104.85
6/30/2002,7,5,63.4,10351,103.51
6/30/2002,7,6,61.5,10208,102.08
6/30/2002,7,7,61.4,10638,106.38
6/30/2002,7,8,64.3,11711,117.11
6/30/2002,7,9,67.3,13129,131.29
6/30/2002,7,10,71.1,14427,144.27
6/30/2002,7,11,74.5,15401,154.01
6/30/2002,7,12,76.9,16141,161.41
6/30/2002,7,13,79.1,16590,165.9
6/30/2002,7,14,80.5,16740,167.4
6/30/2002,7,15,81.3,16797,167.97
6/30/2002,7,16,81.3,16932,169.32
6/30/2002,7,17,82.5,17120,171.2
6/30/2002,7,18,82.2,17200,172
6/30/2002,7,19,80.9,16951,169.51
6/30/2002,7,20,78.3,16600,166
6/30/2002,7,21,76.1,16745,167.45
6/30/2002,7,22,73.8,16703,167.03
6/30/2002,7,23,72,15272,152.72
6/30/2002,7,24,70.2,13658,136.58
7/1/2002,1,1,69.3,12473,124.73
7/1/2002,1,2,68.8,11808,118.08
7/1/2002,1,3,67.9,11449,114.49
7/1/2002,1,4,67.4,11286,112.86
7/1/2002,1,5,67,11448,114.48
7/1/2002,1,6,67,12127,121.27
7/1/2002,1,7,67.4,13774,137.74
7/1/2002,1,8,68.9,15829,158.29
7/1/2002,1,9,71,17397,173.97
7/1/2002,1,10,73.8,18589,185.89
7/1/2002,1,11,76.6,19697,196.97
7/1/2002,1,12,79.8,20571,205.71
7/1/2002,1,13,83.3,21168,211.68
7/1/2002,1,14,86.2,21680,216.8
7/1/2002,1,15,87.2,21910,219.1
7/1/2002,1,16,87.8,21970,219.7
7/1/2002,1,17,87.5,21976,219.76
7/1/2002,1,18,87.1,21743,217.43
7/1/2002,1,19,86.2,21195,211.95
7/1/2002,1,20,84.9,20622,206.22
7/1/2002,1,21,82.4,20531,205.31
7/1/2002,1,22,80.7,20096,200.96
7/1/2002,1,23,78.9,18170,181.7
7/1/2002,1,24,77.8,16087,160.87
7/2/2002,2,1,77.2,14629,146.29
7/2/2002,2,2,76.5,13790,137.9
7/2/2002,2,3,74.8,13298,132.98
7/2/2002,2,4,74.1,13042,130.42
7/2/2002,2,5,73.3,13099,130.99
7/2/2002,2,6,73,13668,136.68
7/2/2002,2,7,72.9,15383,153.83
7/2/2002,2,8,74.9,17570,175.7
7/2/2002,2,9,76.9,19247,192.47
7/2/2002,2,10,79.6,20523,205.23
7/2/2002,2,11,81.7,21656,216.56
7/2/2002,2,12,85.1,22436,224.36
7/2/2002,2,13,87.2,22880,228.8
7/2/2002,2,14,87.9,23352,233.52
7/2/2002,2,15,90.2,23712,237.12
7/2/2002,2,16,90.2,23828,238.28
7/2/2002,2,17,91.1,23894,238.94
7/2/2002,2,18,90.9,23649,236.49
7/2/2002,2,19,90.6,23139,231.39
7/2/2002,2,20,88.8,22652,226.52
7/2/2002,2,21,87.3,22569,225.69
7/2/2002,2,22,85.5,22201,222.01
7/2/2002,2,23,83.5,20326,203.26
7/2/2002,2,24,81.9,18236,182.36
7/3/2002,3,1,79.9,16666,166.66
7/3/2002,3,2,79.6,15741,157.41
7/3/2002,3,3,79.3,15203,152.03
7/3/2002,3,4,79.1,14841,148.41
7/3/2002,3,5,77.4,14834,148.34
7/3/2002,3,6,75.9,15289,152.89
7/3/2002,3,7,75.7,17039,170.39
7/3/2002,3,8,78.1,19340,193.4
7/3/2002,3,9,81.5,21210,212.1
7/3/2002,3,10,84.8,22570,225.7
7/3/2002,3,11,87.7,23609,236.09
7/3/2002,3,12,90.2,24227,242.27
7/3/2002,3,13,90,24479,244.79
7/3/2002,3,14,92.4,24719,247.19
7/3/2002,3,15,92.7,24780,247.8
7/3/2002,3,16,92.9,24664,246.64
7/3/2002,3,17,92.4,24507,245.07
7/3/2002,3,18,91.4,24109,241.09
7/3/2002,3,19,90.5,23419,234.19
7/3/2002,3,20,89.2,22664,226.64
7/3/2002,3,21,86.6,22285,222.85
7/3/2002,3,22,83.7,21808,218.08
7/3/2002,3,23,82.4,20240,202.4
7/3/2002,3,24,82.9,18411,184.11
7/4/2002,4,1,81.5,16768,167.68
7/4/2002,4,2,80,15644,156.44
7/4/2002,4,3,78.4,14903,149.03
7/4/2002,4,4,76.3,14434,144.34
7/4/2002,4,5,75.4,14195,141.95
7/4/2002,4,6,75.5,14056,140.56
7/4/2002,4,7,75.8,14741,147.41
7/4/2002,4,8,78.4,16144,161.44
7/4/2002,4,9,81.3,17921,179.21
7/4/2002,4,10,83.9,19473,194.73
7/4/2002,4,11,86,20572,205.72
7/4/2002,4,12,89.1,21230,212.3
7/4/2002,4,13,90,21425,214.25
7/4/2002,4,14,92.1,21360,213.6
7/4/2002,4,15,92.4,21248,212.48
7/4/2002,4,16,93.6,21206,212.06
7/4/2002,4,17,93.7,21243,212.43
7/4/2002,4,18,93.6,21173,211.73
7/4/2002,4,19,91,20692,206.92
7/4/2002,4,20,88.6,20201,202.01
7/4/2002,4,21,85.7,20000,200
7/4/2002,4,22,83.1,19687,196.87
7/4/2002,4,23,82.4,18679,186.79
7/4/2002,4,24,81.5,17248,172.48
7/5/2002,5,1,79.8,15859,158.59
7/5/2002,5,2,78.2,14872,148.72
7/5/2002,5,3,77.5,14196,141.96
7/5/2002,5,4,74.7,13722,137.22
7/5/2002,5,5,73.2,13452,134.52
7/5/2002,5,6,71.3,13438,134.38
7/5/2002,5,7,70.8,14301,143.01
7/5/2002,5,8,72.3,15780,157.8
7/5/2002,5,9,73.6,17107,171.07
7/5/2002,5,10,75.7,18020,180.2
7/5/2002,5,11,76.6,18426,184.26
7/5/2002,5,12,77.3,18455,184.55
7/5/2002,5,13,77.3,18260,182.6
7/5/2002,5,14,77.7,18073,180.73
7/5/2002,5,15,77.4,17882,178.82
7/5/2002,5,16,77.8,17691,176.91
7/5/2002,5,17,77.5,17549,175.49
7/5/2002,5,18,77.2,17220,172.2
7/5/2002,5,19,75.7,16525,165.25
7/5/2002,5,20,73.9,15824,158.24
7/5/2002,5,21,71.5,15686,156.86
7/5/2002,5,22,69.4,15437,154.37
7/5/2002,5,23,68.2,14252,142.52
7/5/2002,5,24,67.1,12919,129.19
7/6/2002,6,1,66.2,11747,117.47
7/6/2002,6,2,64.7,11036,110.36
7/6/2002,6,3,63.6,10606,106.06
7/6/2002,6,4,63.2,10349,103.49
7/6/2002,6,5,61.9,10274,102.74
7/6/2002,6,6,61.8,10218,102.18
7/6/2002,6,7,61.1,10720,107.2
7/6/2002,6,8,63.6,11861,118.61
7/6/2002,6,9,66.7,13246,132.46
7/6/2002,6,10,69.8,14383,143.83
7/6/2002,6,11,73.1,15085,150.85
7/6/2002,6,12,75,15405,154.05
7/6/2002,6,13,76.6,15490,154.9
7/6/2002,6,14,78.6,15412,154.12
7/6/2002,6,15,79,15319,153.19
7/6/2002,6,16,79,15260,152.6
7/6/2002,6,17,78.6,15228,152.28
7/6/2002,6,18,77.6,15156,151.56
7/6/2002,6,19,76.5,14872,148.72
7/6/2002,6,20,74.2,14616,146.16
7/6/2002,6,21,71.7,14696,146.96
7/6/2002,6,22,69.9,14483,144.83
7/6/2002,6,23,68.8,13475,134.75
7/6/2002,6,24,67.8,12296,122.96
7/7/2002,7,1,66.5,11285,112.85
7/7/2002,7,2,66.1,10640,106.4
7/7/2002,7,3,65,10233,102.33
7/7/2002,7,4,65,9992,99.92
7/7/2002,7,5,64.7,9922,99.22
7/7/2002,7,6,64.8,9869,98.69
7/7/2002,7,7,63.6,10129,101.29
7/7/2002,7,8,65.5,10911,109.11
7/7/2002,7,9,66.9,12063,120.63
7/7/2002,7,10,68.6,13050,130.5
7/7/2002,7,11,70,13748,137.48
7/7/2002,7,12,71.2,14216,142.16
7/7/2002,7,13,72.8,14505,145.05
7/7/2002,7,14,75.4,14614,146.14
7/7/2002,7,15,77.2,14684,146.84
7/7/2002,7,16,77.8,14746,147.46
7/7/2002,7,17,77.5,14947,149.47
7/7/2002,7,18,77.6,15169,151.69
7/7/2002,7,19,76.5,15176,151.76
7/7/2002,7,20,75.1,15148,151.48
7/7/2002,7,21,73.2,15506,155.06
7/7/2002,7,22,70.6,15319,153.19
7/7/2002,7,23,69.2,14043,140.43
7/7/2002,7,24,68.7,12639,126.39
7/8/2002,1,1,67.9,11601,116.01
7/8/2002,1,2,67.5,10987,109.87
7/8/2002,1,3,65.3,10673,106.73
7/8/2002,1,4,65.6,10547,105.47
7/8/2002,1,5,63.9,10723,107.23
7/8/2002,1,6,63.3,11383,113.83
7/8/2002,1,7,63.2,12966,129.66
7/8/2002,1,8,65.7,14958,149.58
7/8/2002,1,9,69.5,16464,164.64
7/8/2002,1,10,72.5,17640,176.4
7/8/2002,1,11,76.8,18749,187.49
7/8/2002,1,12,80.5,19637,196.37
7/8/2002,1,13,83.9,20232,202.32
7/8/2002,1,14,86.5,20733,207.33
7/8/2002,1,15,86.5,20980,209.8
7/8/2002,1,16,87.2,21085,210.85
7/8/2002,1,17,87.2,21204,212.04
7/8/2002,1,18,86.6,21098,210.98
7/8/2002,1,19,86,20648,206.48
7/8/2002,1,20,84.4,20079,200.79
7/8/2002,1,21,81.3,20064,200.64
7/8/2002,1,22,79.5,19572,195.72
7/8/2002,1,23,77.4,17709,177.09
7/8/2002,1,24,76.5,15768,157.68
7/9/2002,2,1,75,14304,143.04
7/9/2002,2,2,73.2,13445,134.45
7/9/2002,2,3,72.3,12968,129.68
7/9/2002,2,4,71.6,12720,127.2
7/9/2002,2,5,70.4,12800,128
7/9/2002,2,6,70.6,13447,134.47
7/9/2002,2,7,71.3,15089,150.89
7/9/2002,2,8,72.6,17098,170.98
7/9/2002,2,9,74.4,18548,185.48
7/9/2002,2,10,76.6,19666,196.66
7/9/2002,2,11,79,20597,205.97
7/9/2002,2,12,81.5,21382,213.82
7/9/2002,2,13,84.6,21871,218.71
7/9/2002,2,14,86.1,22374,223.74
7/9/2002,2,15,87.5,22395,223.95
7/9/2002,2,16,86.3,22116,221.16
7/9/2002,2,17,84.1,21813,218.13
7/9/2002,2,18,82.7,21359,213.59
7/9/2002,2,19,78.7,20579,205.79
7/9/2002,2,20,72.9,19774,197.74
7/9/2002,2,21,70.4,19320,193.2
7/9/2002,2,22,70.4,18389,183.89
7/9/2002,2,23,69.6,16606,166.06
7/9/2002,2,24,69.1,14882,148.82
7/10/2002,3,1,69,13630,136.3
7/10/2002,3,2,68.9,12858,128.58
7/10/2002,3,3,68.5,12404,124.04
7/10/2002,3,4,68.5,12159,121.59
7/10/2002,3,5,67.3,12194,121.94
7/10/2002,3,6,66.7,12722,127.22
7/10/2002,3,7,66.1,14251,142.51
7/10/2002,3,8,66.6,16105,161.05
7/10/2002,3,9,67.6,17173,171.73
7/10/2002,3,10,68,17731,177.31
7/10/2002,3,11,70.6,18086,180.86
7/10/2002,3,12,71.3,18251,182.51
7/10/2002,3,13,73,18238,182.38
7/10/2002,3,14,74.4,18332,183.32
7/10/2002,3,15,75.5,18310,183.1
7/10/2002,3,16,76.2,18261,182.61
7/10/2002,3,17,76,18193,181.93
7/10/2002,3,18,76.2,17842,178.42
7/10/2002,3,19,74.8,17143,171.43
7/10/2002,3,20,72.6,16457,164.57
7/10/2002,3,21,69.7,16247,162.47
7/10/2002,3,22,66.2,15950,159.5
7/10/2002,3,23,64,14357,143.57
7/10/2002,3,24,62.6,12652,126.52
7/11/2002,4,1,60.8,11454,114.54
7/11/2002,4,2,58.8,10773,107.73
7/11/2002,4,3,57.1,10403,104.03
7/11/2002,4,4,55.1,10229,102.29
7/11/2002,4,5,54.8,10346,103.46
7/11/2002,4,6,54.4,10906,109.06
7/11/2002,4,7,53.6,12454,124.54
7/11/2002,4,8,57.3,14261,142.61
7/11/2002,4,9,59.9,15330,153.3
7/11/2002,4,10,61.5,15953,159.53
7/11/2002,4,11,64.3,16412,164.12
7/11/2002,4,12,66.3,16584,165.84
7/11/2002,4,13,68.1,16610,166.1
7/11/2002,4,14,69.4,16723,167.23
7/11/2002,4,15,69.7,16683,166.83
7/11/2002,4,16,71.5,16593,165.93
7/11/2002,4,17,72.1,16575,165.75
7/11/2002,4,18,72.1,16368,163.68
7/11/2002,4,19,72.2,15905,159.05
7/11/2002,4,20,71.5,15421,154.21
7/11/2002,4,21,68.7,15464,154.64
7/11/2002,4,22,65.5,15253,152.53
7/11/2002,4,23,62.7,13745,137.45
7/11/2002,4,24,61.1,12165,121.65
7/12/2002,5,1,59.6,11049,110.49
7/12/2002,5,2,58,10407,104.07
7/12/2002,5,3,57.3,10061,100.61
7/12/2002,5,4,55.6,9948,99.48
7/12/2002,5,5,55.2,10108,101.08
7/12/2002,5,6,54.5,10636,106.36
7/12/2002,5,7,54.5,12142,121.42
7/12/2002,5,8,57.6,14010,140.1
7/12/2002,5,9,61.9,15288,152.88
7/12/2002,5,10,66.4,16110,161.1
7/12/2002,5,11,69.1,16703,167.03
7/12/2002,5,12,71.2,17002,170.02
7/12/2002,5,13,72.8,17069,170.69
7/12/2002,5,14,74.5,17237,172.37
7/12/2002,5,15,75.7,17258,172.58
7/12/2002,5,16,76.5,17198,171.98
7/12/2002,5,17,76.8,17173,171.73
7/12/2002,5,18,76.5,16905,169.05
7/12/2002,5,19,76.2,16393,163.93
7/12/2002,5,20,74.7,15800,158
7/12/2002,5,21,71.9,15759,157.59
7/12/2002,5,22,69.7,15559,155.59
7/12/2002,5,23,67.4,14207,142.07
7/12/2002,5,24,66.2,12697,126.97
7/13/2002,6,1,64.8,11519,115.19
7/13/2002,6,2,63.7,10813,108.13
7/13/2002,6,3,62.7,10391,103.91
7/13/2002,6,4,62.1,10162,101.62
7/13/2002,6,5,61.2,10115,101.15
7/13/2002,6,6,60.8,10216,102.16
7/13/2002,6,7,60.3,10858,108.58
7/13/2002,6,8,62.9,12153,121.53
7/13/2002,6,9,66.8,13632,136.32
7/13/2002,6,10,70.3,14818,148.18
7/13/2002,6,11,74.4,15559,155.59
7/13/2002,6,12,77.6,15922,159.22
7/13/2002,6,13,80.2,16014,160.14
7/13/2002,6,14,82.2,16011,160.11
7/13/2002,6,15,83.5,16025,160.25
7/13/2002,6,16,83.6,16080,160.8
7/13/2002,6,17,83.9,16154,161.54
7/13/2002,6,18,82.7,16112,161.12
7/13/2002,6,19,80.7,15774,157.74
7/13/2002,6,20,77.8,15397,153.97
7/13/2002,6,21,74.8,15539,155.39
7/13/2002,6,22,72,15457,154.57
7/13/2002,6,23,69.7,14335,143.35
7/13/2002,6,24,68.8,13013,130.13
7/14/2002,7,1,67.6,11913,119.13
7/14/2002,7,2,66.8,11196,111.96
7/14/2002,7,3,65.8,10769,107.69
7/14/2002,7,4,64.9,10478,104.78
7/14/2002,7,5,64,10366,103.66
7/14/2002,7,6,63.5,10291,102.91
7/14/2002,7,7,63.4,10602,106.02
7/14/2002,7,8,65.4,11527,115.27
7/14/2002,7,9,68.1,12831,128.31
7/14/2002,7,10,71.2,14032,140.32
7/14/2002,7,11,74.2,15009,150.09
7/14/2002,7,12,76.6,15692,156.92
7/14/2002,7,13,78.7,16066,160.66
7/14/2002,7,14,80.6,16204,162.04
7/14/2002,7,15,82.1,16318,163.18
7/14/2002,7,16,82.8,16469,164.69
7/14/2002,7,17,82.9,16712,167.12
7/14/2002,7,18,82.4,16852,168.52
7/14/2002,7,19,81.4,16722,167.22
7/14/2002,7,20,78.9,16428,164.28
7/14/2002,7,21,76.2,16690,166.9
7/14/2002,7,22,74,16624,166.24
7/14/2002,7,23,71.6,15294,152.94
7/14/2002,7,24,70,13711,137.11
7/15/2002,1,1,68.7,12584,125.84
7/15/2002,1,2,67.6,11936,119.36
7/15/2002,1,3,66.4,11579,115.79
7/15/2002,1,4,66.1,11407,114.07
7/15/2002,1,5,65.6,11563,115.63
7/15/2002,1,6,64.8,12221,122.21
7/15/2002,1,7,65.1,13891,138.91
7/15/2002,1,8,67.1,16099,160.99
7/15/2002,1,9,70.4,17715,177.15
7/15/2002,1,10,73.3,18915,189.15
7/15/2002,1,11,75.8,19971,199.71
7/15/2002,1,12,79.6,20688,206.88
7/15/2002,1,13,82.2,21018,210.18
7/15/2002,1,14,83.5,21172,211.72
7/15/2002,1,15,82.8,21199,211.99
7/15/2002,1,16,84.3,21256,212.56
7/15/2002,1,17,84.3,21290,212.9
7/15/2002,1,18,80.9,20997,209.97
7/15/2002,1,19,79.2,20244,202.44
7/15/2002,1,20,76.9,19445,194.45
7/15/2002,1,21,74,19016,190.16
7/15/2002,1,22,71.9,18400,184
7/15/2002,1,23,70.1,16637,166.37
7/15/2002,1,24,69.4,14668,146.68
7/16/2002,2,1,67.2,13317,133.17
7/16/2002,2,2,66.8,12552,125.52
7/16/2002,2,3,65.9,12034,120.34
7/16/2002,2,4,64.8,11777,117.77
7/16/2002,2,5,63.8,11843,118.43
7/16/2002,2,6,63.5,12341,123.41
7/16/2002,2,7,63.2,13917,139.17
7/16/2002,2,8,65.4,15834,158.34
7/16/2002,2,9,67.5,16978,169.78
7/16/2002,2,10,70.3,17702,177.02
7/16/2002,2,11,72.8,18216,182.16
7/16/2002,2,12,74,18484,184.84
7/16/2002,2,13,75.2,18616,186.16
7/16/2002,2,14,76.9,18802,188.02
7/16/2002,2,15,77.6,18790,187.9
7/16/2002,2,16,77.1,18709,187.09
7/16/2002,2,17,78.2,18613,186.13
7/16/2002,2,18,75.1,18253,182.53
7/16/2002,2,19,73.2,17613,176.13
7/16/2002,2,20,72.2,17033,170.33
7/16/2002,2,21,69.9,17043,170.43
7/16/2002,2,22,68.8,16653,166.53
7/16/2002,2,23,67.2,14989,149.89
7/16/2002,2,24,64.2,13248,132.48
7/17/2002,3,1,63.3,11998,119.98
7/17/2002,3,2,61.7,11303,113.03
7/17/2002,3,3,60.9,10908,109.08
7/17/2002,3,4,59.6,10723,107.23
7/17/2002,3,5,58.6,10877,108.77
7/17/2002,3,6,57.3,11469,114.69
7/17/2002,3,7,57.6,13048,130.48
7/17/2002,3,8,60.6,15022,150.22
7/17/2002,3,9,65,16360,163.6
7/17/2002,3,10,68.4,17246,172.46
7/17/2002,3,11,70.5,18045,180.45
7/17/2002,3,12,72.8,18545,185.45
7/17/2002,3,13,75.3,18852,188.52
7/17/2002,3,14,77.4,19257,192.57
7/17/2002,3,15,78.2,19526,195.26
7/17/2002,3,16,78.7,19661,196.61
7/17/2002,3,17,80.6,19810,198.1
7/17/2002,3,18,80.2,19679,196.79
7/17/2002,3,19,80.1,19192,191.92
7/17/2002,3,20,80.1,18639,186.39
7/17/2002,3,21,77.3,18721,187.21
7/17/2002,3,22,74.5,18289,182.89
7/17/2002,3,23,73.4,16607,166.07
7/17/2002,3,24,72.5,14851,148.51
7/18/2002,4,1,71.8,13553,135.53
7/18/2002,4,2,71.2,12808,128.08
7/18/2002,4,3,70.9,12397,123.97
7/18/2002,4,4,70.7,12236,122.36
7/18/2002,4,5,70.8,12386,123.86
7/18/2002,4,6,70.3,13136,131.36
7/18/2002,4,7,69.3,14756,147.56
7/18/2002,4,8,71.8,17085,170.85
7/18/2002,4,9,75.6,18884,188.84
7/18/2002,4,10,79.3,20257,202.57
7/18/2002,4,11,82.1,21433,214.33
7/18/2002,4,12,83.8,22185,221.85
7/18/2002,4,13,85.8,22566,225.66
7/18/2002,4,14,86.8,22961,229.61
7/18/2002,4,15,87.4,23081,230.81
7/18/2002,4,16,87.5,23089,230.89
7/18/2002,4,17,88.2,23090,230.9
7/18/2002,4,18,87.6,22749,227.49
7/18/2002,4,19,85,22103,221.03
7/18/2002,4,20,83.6,21478,214.78
7/18/2002,4,21,79.6,21358,213.58
7/18/2002,4,22,76.8,20671,206.71
7/18/2002,4,23,75.8,18716,187.16
7/18/2002,4,24,75.5,16705,167.05
7/19/2002,5,1,73.1,15197,151.97
7/19/2002,5,2,73,14303,143.03
7/19/2002,5,3,71.4,13667,136.67
7/19/2002,5,4,70.9,13350,133.5
7/19/2002,5,5,69.9,13341,133.41
7/19/2002,5,6,69.5,13955,139.55
7/19/2002,5,7,69.1,15359,153.59
7/19/2002,5,8,68.8,17190,171.9
7/19/2002,5,9,69.7,18400,184
7/19/2002,5,10,70.3,19216,192.16
7/19/2002,5,11,71.7,19870,198.7
7/19/2002,5,12,72.5,20248,202.48
7/19/2002,5,13,73.7,20441,204.41
7/19/2002,5,14,75.4,20715,207.15
7/19/2002,5,15,76.3,20730,207.3
7/19/2002,5,16,77.2,20481,204.81
7/19/2002,5,17,75.2,19976,199.76
7/19/2002,5,18,70.3,19376,193.76
7/19/2002,5,19,70,18691,186.91
7/19/2002,5,20,68.7,18013,180.13
7/19/2002,5,21,67.9,17656,176.56
7/19/2002,5,22,67.2,16904,169.04
7/19/2002,5,23,66.9,15481,154.81
7/19/2002,5,24,66.8,14046,140.46
7/20/2002,6,1,66.5,12872,128.72
7/20/2002,6,2,66.1,12078,120.78
7/20/2002,6,3,65.4,11610,116.1
7/20/2002,6,4,65.6,11357,113.57
7/20/2002,6,5,65.4,11313,113.13
7/20/2002,6,6,65.1,11494,114.94
7/20/2002,6,7,65.1,12027,120.27
7/20/2002,6,8,65.4,13151,131.51
7/20/2002,6,9,66.2,14437,144.37
7/20/2002,6,10,67.6,15396,153.96
7/20/2002,6,11,67.3,15836,158.36
7/20/2002,6,12,68.8,15911,159.11
7/20/2002,6,13,70.1,15813,158.13
7/20/2002,6,14,70.7,15690,156.9
7/20/2002,6,15,73.5,15599,155.99
7/20/2002,6,16,74.5,15636,156.36
7/20/2002,6,17,74.8,15763,157.63
7/20/2002,6,18,74.8,15825,158.25
7/20/2002,6,19,74,15612,156.12
7/20/2002,6,20,72.6,15227,152.27
7/20/2002,6,21,71.1,15381,153.81
7/20/2002,6,22,68.7,15253,152.53
7/20/2002,6,23,67.2,14119,141.19
7/20/2002,6,24,66.1,12809,128.09
7/21/2002,7,1,64.7,11701,117.01
7/21/2002,7,2,64.1,11029,110.29
7/21/2002,7,3,64,10619,106.19
7/21/2002,7,4,64.2,10384,103.84
7/21/2002,7,5,64.3,10308,103.08
7/21/2002,7,6,63.8,10275,102.75
7/21/2002,7,7,63.9,10545,105.45
7/21/2002,7,8,64.8,11449,114.49
7/21/2002,7,9,67.2,12767,127.67
7/21/2002,7,10,69.7,13941,139.41
7/21/2002,7,11,72,14785,147.85
7/21/2002,7,12,74.5,15425,154.25
7/21/2002,7,13,75.9,15837,158.37
7/21/2002,7,14,77.5,16053,160.53
7/21/2002,7,15,79.1,16128,161.28
7/21/2002,7,16,81.2,16288,162.88
7/21/2002,7,17,81.4,16493,164.93
7/21/2002,7,18,81,16678,166.78
7/21/2002,7,19,80,16488,164.88
7/21/2002,7,20,77.2,16149,161.49
7/21/2002,7,21,73.8,16453,164.53
7/21/2002,7,22,71,16227,162.27
7/21/2002,7,23,69.4,14864,148.64
7/21/2002,7,24,68.4,13353,133.53
7/22/2002,1,1,67.4,12391,123.91
7/22/2002,1,2,67.1,11785,117.85
7/22/2002,1,3,67.2,11510,115.1
7/22/2002,1,4,66.9,11418,114.18
7/22/2002,1,5,67.1,11591,115.91
7/22/2002,1,6,66.2,12295,122.95
7/22/2002,1,7,66.3,14006,140.06
7/22/2002,1,8,67.9,16194,161.94
7/22/2002,1,9,71.1,17840,178.4
7/22/2002,1,10,74.6,19092,190.92
7/22/2002,1,11,77.8,20146,201.46
7/22/2002,1,12,80.3,20928,209.28
7/22/2002,1,13,83,21469,214.69
7/22/2002,1,14,84.9,22038,220.38
7/22/2002,1,15,85.8,22221,222.21
7/22/2002,1,16,86.2,22308,223.08
7/22/2002,1,17,86.9,22402,224.02
7/22/2002,1,18,86.1,22218,222.18
