date,dayofweek,hour,temperature,load,power
8/18/2002,7,12,85.5,19770,197.7
8/18/2002,7,13,87.8,20546,205.46
8/18/2002,7,14,89.3,20901,209.01
8/18/2002,7,15,91.9,21060,210.6
8/18/2002,7,16,92.4,21198,211.98
8/18/2002,7,17,90.8,21381,213.81
8/18/2002,7,18,90.5,21452,214.52
8/18/2002,7,19,89.3,21132,211.32
8/18/2002,7,20,87.4,20905,209.05
8/18/2002,7,21,84.4,21357,213.57
8/18/2002,7,22,82.2,20448,204.48
8/18/2002,7,23,81.1,18751,187.51
8/18/2002,7,24,80,17054,170.54
8/19/2002,1,1,77.3,15793,157.93
8/19/2002,1,2,77.1,14991,149.91
8/19/2002,1,3,77,14495,144.95
8/19/2002,1,4,76.7,14185,141.85
8/19/2002,1,5,74.5,14202,142.02
8/19/2002,1,6,74,14820,148.2
8/19/2002,1,7,72.6,16093,160.93
8/19/2002,1,8,72.8,17927,179.27
8/19/2002,1,9,74.6,19468,194.68
8/19/2002,1,10,76.9,20602,206.02
8/19/2002,1,11,79.3,21507,215.07
8/19/2002,1,12,81.4,22185,221.85
8/19/2002,1,13,83.1,22693,226.93
8/19/2002,1,14,84.9,23189,231.89
8/19/2002,1,15,86,23338,233.38
8/19/2002,1,16,85.9,23303,233.03
8/19/2002,1,17,86.3,23245,232.45
8/19/2002,1,18,85,22873,228.73
8/19/2002,1,19,83.6,22054,220.54
8/19/2002,1,20,81.3,21399,213.99
8/19/2002,1,21,77.8,21430,214.3
8/19/2002,1,22,74.2,20062,200.62
8/19/2002,1,23,72.8,17983,179.83
8/19/2002,1,24,71,15991,159.91
8/20/2002,2,1,71.8,14580,145.8
8/20/2002,2,2,68.9,13715,137.15
8/20/2002,2,3,69.5,13249,132.49
8/20/2002,2,4,70.9,13000,130
8/20/2002,2,5,70.8,13074,130.74
8/20/2002,2,6,66.7,13811,138.11
8/20/2002,2,7,66.1,15180,151.8
8/20/2002,2,8,65,16620,166.2
8/20/2002,2,9,64.8,17568,175.68
8/20/2002,2,10,65.2,18151,181.51
8/20/2002,2,11,65.8,18566,185.66
8/20/2002,2,12,68.2,18843,188.43
8/20/2002,2,13,70.6,18964,189.64
8/20/2002,2,14,73.4,19169,191.69
8/20/2002,2,15,74,19180,191.8
8/20/2002,2,16,76,19051,190.51
8/20/2002,2,17,76.6,19010,190.1
8/20/2002,2,18,76.5,18760,187.6
8/20/2002,2,19,75.6,18175,181.75
8/20/2002,2,20,73.4,17817,178.17
8/20/2002,2,21,71.8,18105,181.05
8/20/2002,2,22,69.1,17071,170.71
8/20/2002,2,23,68.4,15352,153.52
8/20/2002,2,24,66.9,13649,136.49
8/21/2002,3,1,66.2,12470,124.7
8/21/2002,3,2,65,11753,117.53
8/21/2002,3,3,64.5,11335,113.35
8/21/2002,3,4,63,11105,111.05
8/21/2002,3,5,61.9,11302,113.02
8/21/2002,3,6,61.2,12085,120.85
8/21/2002,3,7,60.8,13398,133.98
8/21/2002,3,8,62.2,15141,151.41
8/21/2002,3,9,65.9,16477,164.77
8/21/2002,3,10,69.6,17368,173.68
8/21/2002,3,11,72.6,18071,180.71
8/21/2002,3,12,74.9,18485,184.85
8/21/2002,3,13,76.7,18704,187.04
8/21/2002,3,14,77.5,19012,190.12
8/21/2002,3,15,78.3,19146,191.46
8/21/2002,3,16,78.3,19182,191.82
8/21/2002,3,17,78.3,19100,191
8/21/2002,3,18,78.5,18769,187.69
8/21/2002,3,19,77.5,18120,181.2
8/21/2002,3,20,75.3,17699,176.99
8/21/2002,3,21,72.3,17905,179.05
8/21/2002,3,22,69.8,16868,168.68
8/21/2002,3,23,68.3,15163,151.63
8/21/2002,3,24,67.9,13566,135.66
8/22/2002,4,1,65.9,12369,123.69
8/22/2002,4,2,64.7,11654,116.54
8/22/2002,4,3,62.6,11292,112.92
8/22/2002,4,4,62.9,11131,111.31
8/22/2002,4,5,62.3,11300,113
8/22/2002,4,6,61.6,12084,120.84
8/22/2002,4,7,62,13505,135.05
8/22/2002,4,8,62.9,15292,152.92
8/22/2002,4,9,66.2,16716,167.16
8/22/2002,4,10,70.6,17758,177.58
8/22/2002,4,11,73.7,18528,185.28
8/22/2002,4,12,77.9,18961,189.61
8/22/2002,4,13,79.9,19215,192.15
8/22/2002,4,14,80,19479,194.79
8/22/2002,4,15,80.4,19472,194.72
8/22/2002,4,16,80.7,19250,192.5
8/22/2002,4,17,79.6,18963,189.63
8/22/2002,4,18,77.8,18625,186.25
8/22/2002,4,19,76.5,18224,182.24
8/22/2002,4,20,74,18194,181.94
8/22/2002,4,21,72.6,18107,181.07
8/22/2002,4,22,70.8,17166,171.66
8/22/2002,4,23,70,15602,156.02
8/22/2002,4,24,68.7,14109,141.09
8/23/2002,5,1,68.5,13036,130.36
8/23/2002,5,2,68.9,12381,123.81
8/23/2002,5,3,68.9,12047,120.47
8/23/2002,5,4,68.8,11906,119.06
8/23/2002,5,5,68.6,12092,120.92
8/23/2002,5,6,68.4,12950,129.5
8/23/2002,5,7,67.9,14426,144.26
8/23/2002,5,8,67.2,16021,160.21
8/23/2002,5,9,66.9,17111,171.11
8/23/2002,5,10,66.6,17711,177.11
8/23/2002,5,11,66.3,17997,179.97
8/23/2002,5,12,67.7,18037,180.37
8/23/2002,5,13,69.1,17854,178.54
8/23/2002,5,14,70.3,17821,178.21
8/23/2002,5,15,71.7,17682,176.82
8/23/2002,5,16,73.6,17469,174.69
8/23/2002,5,17,72.9,17266,172.66
8/23/2002,5,18,72.7,16835,168.35
8/23/2002,5,19,71.3,16258,162.58
8/23/2002,5,20,69.4,16018,160.18
8/23/2002,5,21,66.8,16217,162.17
8/23/2002,5,22,64.8,15373,153.73
8/23/2002,5,23,63.3,14004,140.04
8/23/2002,5,24,62.7,12529,125.29
8/24/2002,6,1,59.8,11422,114.22
8/24/2002,6,2,58.8,10757,107.57
8/24/2002,6,3,57.8,10366,103.66
8/24/2002,6,4,57.9,10144,101.44
8/24/2002,6,5,57.6,10121,101.21
8/24/2002,6,6,58.1,10406,104.06
8/24/2002,6,7,57.8,10877,108.77
8/24/2002,6,8,58.7,11880,118.8
8/24/2002,6,9,60.2,13123,131.23
8/24/2002,6,10,61.7,14037,140.37
8/24/2002,6,11,63.1,14529,145.29
8/24/2002,6,12,64.2,14601,146.01
8/24/2002,6,13,65.5,14442,144.42
8/24/2002,6,14,65.4,14180,141.8
8/24/2002,6,15,65.4,13921,139.21
8/24/2002,6,16,65.6,13746,137.46
8/24/2002,6,17,65.2,13772,137.72
8/24/2002,6,18,65.3,13953,139.53
8/24/2002,6,19,63.3,14081,140.81
8/24/2002,6,20,62.2,14330,143.3
8/24/2002,6,21,60.8,14323,143.23
8/24/2002,6,22,59.4,13703,137.03
8/24/2002,6,23,58.2,12679,126.79
8/24/2002,6,24,57.9,11557,115.57
8/25/2002,7,1,57.5,10640,106.4
8/25/2002,7,2,57.5,10063,100.63
8/25/2002,7,3,57.3,9751,97.51
8/25/2002,7,4,57.3,9560,95.6
8/25/2002,7,5,57.3,9534,95.34
8/25/2002,7,6,57.3,9668,96.68
8/25/2002,7,7,57.5,9869,98.69
8/25/2002,7,8,57.5,10613,106.13
8/25/2002,7,9,59.5,11805,118.05
8/25/2002,7,10,62.5,12824,128.24
8/25/2002,7,11,66.1,13574,135.74
8/25/2002,7,12,69.5,14055,140.55
8/25/2002,7,13,72.4,14268,142.68
8/25/2002,7,14,74.9,14345,143.45
8/25/2002,7,15,76.5,14366,143.66
8/25/2002,7,16,77.3,14484,144.84
8/25/2002,7,17,78.2,14763,147.63
8/25/2002,7,18,77.3,15003,150.03
8/25/2002,7,19,78.3,14963,149.63
8/25/2002,7,20,75.2,15145,151.45
8/25/2002,7,21,71.1,15723,157.23
8/25/2002,7,22,69.9,14969,149.69
8/25/2002,7,23,67.3,13584,135.84
8/25/2002,7,24,66.5,12283,122.83
8/26/2002,1,1,66,11329,113.29
8/26/2002,1,2,65.1,10785,107.85
8/26/2002,1,3,63.9,10521,105.21
8/26/2002,1,4,62.2,10415,104.15
8/26/2002,1,5,60.8,10608,106.08
8/26/2002,1,6,59.7,11444,114.44
8/26/2002,1,7,58.9,12867,128.67
8/26/2002,1,8,59.8,14659,146.59
8/26/2002,1,9,64,16059,160.59
8/26/2002,1,10,68.6,17043,170.43
8/26/2002,1,11,72.3,17829,178.29
8/26/2002,1,12,75.1,18332,183.32
8/26/2002,1,13,76.5,18574,185.74
8/26/2002,1,14,78.6,18845,188.45
8/26/2002,1,15,79.8,18923,189.23
8/26/2002,1,16,79.7,18825,188.25
8/26/2002,1,17,79.3,18659,186.59
8/26/2002,1,18,78.9,18318,183.18
8/26/2002,1,19,78.6,17842,178.42
8/26/2002,1,20,76.9,17853,178.53
8/26/2002,1,21,73.8,18049,180.49
8/26/2002,1,22,71.6,16919,169.19
8/26/2002,1,23,70.3,15185,151.85
8/26/2002,1,24,69,13544,135.44
8/27/2002,2,1,67.4,12388,123.88
8/27/2002,2,2,66.7,11705,117.05
8/27/2002,2,3,65.8,11304,113.04
8/27/2002,2,4,65.1,11128,111.28
8/27/2002,2,5,63.2,11255,112.55
8/27/2002,2,6,63.3,12097,120.97
8/27/2002,2,7,63.3,13592,135.92
8/27/2002,2,8,64.1,15279,152.79
8/27/2002,2,9,67.4,16514,165.14
8/27/2002,2,10,70.8,17463,174.63
8/27/2002,2,11,74.7,18233,182.33
8/27/2002,2,12,77,18693,186.93
8/27/2002,2,13,78.4,18892,188.92
8/27/2002,2,14,79,19132,191.32
8/27/2002,2,15,79.4,19137,191.37
8/27/2002,2,16,79.8,19011,190.11
8/27/2002,2,17,79.3,18835,188.35
8/27/2002,2,18,78.2,18440,184.4
8/27/2002,2,19,76.4,17807,178.07
8/27/2002,2,20,73.5,17822,178.22
8/27/2002,2,21,70.6,17965,179.65
8/27/2002,2,22,69,16717,167.17
8/27/2002,2,23,68,14897,148.97
8/27/2002,2,24,67.4,13255,132.55
8/28/2002,3,1,65.2,12150,121.5
8/28/2002,3,2,64.3,11485,114.85
8/28/2002,3,3,63.6,11093,110.93
8/28/2002,3,4,62.5,10910,109.1
8/28/2002,3,5,61.1,11042,110.42
8/28/2002,3,6,60.3,11937,119.37
8/28/2002,3,7,59.4,13570,135.7
8/28/2002,3,8,59.9,15048,150.48
8/28/2002,3,9,60.9,15930,159.3
8/28/2002,3,10,63.3,16579,165.79
8/28/2002,3,11,64.8,17056,170.56
8/28/2002,3,12,67,17272,172.72
8/28/2002,3,13,68,17295,172.95
8/28/2002,3,14,70,17354,173.54
8/28/2002,3,15,70.1,17306,173.06
8/28/2002,3,16,70.9,17123,171.23
8/28/2002,3,17,70.3,16936,169.36
8/28/2002,3,18,69.7,16646,166.46
8/28/2002,3,19,68,16325,163.25
8/28/2002,3,20,66.6,16589,165.89
8/28/2002,3,21,65,16596,165.96
8/28/2002,3,22,64,15524,155.24
8/28/2002,3,23,62.9,13887,138.87
8/28/2002,3,24,62.2,12385,123.85
8/29/2002,4,1,61.1,11323,113.23
8/29/2002,4,2,60.8,10758,107.58
8/29/2002,4,3,60.3,10502,105.02
8/29/2002,4,4,60.3,10417,104.17
8/29/2002,4,5,59.9,10614,106.14
8/29/2002,4,6,59.5,11561,115.61
8/29/2002,4,7,59.3,13402,134.02
8/29/2002,4,8,59.5,14969,149.69
8/29/2002,4,9,59.9,15907,159.07
8/29/2002,4,10,60.8,16501,165.01
8/29/2002,4,11,61.4,16878,168.78
8/29/2002,4,12,61.4,16915,169.15
8/29/2002,4,13,60.7,16813,168.13
8/29/2002,4,14,60.6,16726,167.26
8/29/2002,4,15,60.6,16584,165.84
8/29/2002,4,16,60.5,16357,163.57
8/29/2002,4,17,59.9,16360,163.6
8/29/2002,4,18,60.1,16411,164.11
8/29/2002,4,19,59.4,16291,162.91
8/29/2002,4,20,59.7,16362,163.62
8/29/2002,4,21,59.7,16062,160.62
8/29/2002,4,22,59.1,14999,149.99
8/29/2002,4,23,58.8,13482,134.82
8/29/2002,4,24,58.2,12073,120.73
8/30/2002,5,1,58,11039,110.39
8/30/2002,5,2,58,10465,104.65
8/30/2002,5,3,57.9,10169,101.69
8/30/2002,5,4,57.7,10060,100.6
8/30/2002,5,5,57.8,10215,102.15
8/30/2002,5,6,57.8,11078,110.78
8/30/2002,5,7,57.6,12783,127.83
8/30/2002,5,8,57.7,14350,143.5
8/30/2002,5,9,58.3,15375,153.75
8/30/2002,5,10,59.5,16028,160.28
8/30/2002,5,11,60.6,16432,164.32
8/30/2002,5,12,62.5,16539,165.39
8/30/2002,5,13,64.7,16474,164.74
8/30/2002,5,14,66.9,16479,164.79
8/30/2002,5,15,68.8,16397,163.97
8/30/2002,5,16,70.3,16257,162.57
8/30/2002,5,17,72.1,16162,161.62
8/30/2002,5,18,72.3,15940,159.4
8/30/2002,5,19,72.2,15559,155.59
8/30/2002,5,20,70.6,15604,156.04
8/30/2002,5,21,67.8,15766,157.66
8/30/2002,5,22,65.7,14894,148.94
8/30/2002,5,23,64.4,13535,135.35
8/30/2002,5,24,63.5,12134,121.34
8/31/2002,6,1,62.5,11041,110.41
8/31/2002,6,2,63.2,10396,103.96
8/31/2002,6,3,62,10035,100.35
8/31/2002,6,4,61.9,9844,98.44
8/31/2002,6,5,60.8,9832,98.32
8/31/2002,6,6,61,10107,101.07
8/31/2002,6,7,61.6,10559,105.59
8/31/2002,6,8,62,11459,114.59
8/31/2002,6,9,62.2,12722,127.22
8/31/2002,6,10,62.9,13658,136.58
8/31/2002,6,11,63.7,14119,141.19
8/31/2002,6,12,65.2,14199,141.99
8/31/2002,6,13,67.5,14046,140.46
8/31/2002,6,14,67.6,13773,137.73
8/31/2002,6,15,67.8,13530,135.3
8/31/2002,6,16,68.1,13358,133.58
8/31/2002,6,17,68.2,13299,132.99
8/31/2002,6,18,67.2,13318,133.18
8/31/2002,6,19,65.3,13228,132.28
8/31/2002,6,20,63,13547,135.47
8/31/2002,6,21,60.2,13802,138.02
8/31/2002,6,22,58.5,13155,131.55
8/31/2002,6,23,56.8,12120,121.2
8/31/2002,6,24,54.9,10971,109.71
