MONTH,DAY,HOUR,LOAD,DRYBULB,DEWPOINT,DATE
1,1,1,12811,23.1,9.6,1/1/2002
1,1,2,12143,22.2,9.6,1/1/2002
1,1,3,11628,21,10,1/1/2002
1,1,4,11421,19.4,9.9,1/1/2002
1,1,5,11455,19.4,10.2,1/1/2002
1,1,6,11713,18.2,10.2,1/1/2002
1,1,7,12184,17.6,10.1,1/1/2002
1,1,8,12477,17.9,10.6,1/1/2002
1,1,9,13082,18.3,11.6,1/1/2002
1,1,10,13729,22.1,12.8,1/1/2002
1,1,11,14254,25.6,13,1/1/2002
1,1,12,14524,28.2,12.9,1/1/2002
1,1,13,14498,30.2,12.3,1/1/2002
1,1,14,14268,31.7,11.6,1/1/2002
1,1,15,14091,31.3,9.7,1/1/2002
1,1,16,14276,30.5,9.4,1/1/2002
1,1,17,15748,29,7.8,1/1/2002
1,1,18,17328,27.2,7.1,1/1/2002
1,1,19,17319,26.4,6.9,1/1/2002
1,1,20,16975,25.4,6.3,1/1/2002
1,1,21,16371,24.2,6.4,1/1/2002
1,1,22,15336,22.9,6.4,1/1/2002
1,1,23,13920,22,6.8,1/1/2002
1,1,24,12704,21.5,7.6,1/1/2002
1,2,1,11966,21,8.2,1/2/2002
1,2,2,11646,20.3,8.8,1/2/2002
1,2,3,11529,20.6,9.4,1/2/2002
1,2,4,11570,20.4,9.7,1/2/2002
1,2,5,11962,20.7,10,1/2/2002
1,2,6,13190,21,10.8,1/2/2002
1,2,7,15540,20.1,11.2,1/2/2002
1,2,8,17028,20.5,11.6,1/2/2002
1,2,9,17297,21.6,12.3,1/2/2002
1,2,10,17337,24.5,13.2,1/2/2002
1,2,11,17339,28,13.5,1/2/2002
1,2,12,17144,30.9,14.2,1/2/2002
1,2,13,16889,33.2,15.2,1/2/2002
1,2,14,16693,34.8,15.2,1/2/2002
1,2,15,16466,35.5,15.8,1/2/2002
1,2,16,16528,35.2,15.8,1/2/2002
1,2,17,17742,33.3,15.6,1/2/2002
1,2,18,19241,31.6,16.3,1/2/2002
1,2,19,19141,30.3,16.4,1/2/2002
1,2,20,18668,29.8,17.2,1/2/2002
1,2,21,17935,28.9,17.5,1/2/2002
1,2,22,16678,28,17.2,1/2/2002
1,2,23,14974,27.6,17.1,1/2/2002
1,2,24,13411,26.9,17.1,1/2/2002
1,3,1,12464,25.6,16.7,1/3/2002
1,3,2,12050,26.1,16.4,1/3/2002
1,3,3,11858,25.5,16.8,1/3/2002
1,3,4,11863,24.9,16.5,1/3/2002
1,3,5,12196,24.4,16.2,1/3/2002
1,3,6,13340,23.3,15.9,1/3/2002
1,3,7,15601,23.3,15.8,1/3/2002
1,3,8,17118,23.7,16.3,1/3/2002
1,3,9,17291,23.7,17.1,1/3/2002
1,3,10,17271,25.5,17.5,1/3/2002
1,3,11,17234,28.5,17.8,1/3/2002
1,3,12,17051,31.2,17.6,1/3/2002
1,3,13,16721,33.3,17.3,1/3/2002
1,3,14,16580,35.7,16.4,1/3/2002
1,3,15,16292,36.3,15.9,1/3/2002
1,3,16,16379,36.9,15.1,1/3/2002
1,3,17,17569,34.5,15.8,1/3/2002
1,3,18,19040,32.4,15.8,1/3/2002
1,3,19,18985,30.8,16.4,1/3/2002
1,3,20,18557,29.2,16.6,1/3/2002
1,3,21,17839,28.3,17.2,1/3/2002
1,3,22,16630,28,17.4,1/3/2002
1,3,23,14983,27.7,17.4,1/3/2002
1,3,24,13435,26.5,17.4,1/3/2002
1,4,1,12503,26,16.3,1/4/2002
1,4,2,12062,24.9,15.6,1/4/2002
1,4,3,11874,25,15.4,1/4/2002
1,4,4,11869,25.5,15.2,1/4/2002
1,4,5,12217,24.6,13.7,1/4/2002
1,4,6,13401,23.7,14.4,1/4/2002
1,4,7,15711,21.8,12.5,1/4/2002
1,4,8,17220,21.1,9.8,1/4/2002
1,4,9,17368,21.7,9.5,1/4/2002
1,4,10,17332,24.1,9.2,1/4/2002
1,4,11,17289,25.9,6.6,1/4/2002
1,4,12,17108,27.9,4.6,1/4/2002
1,4,13,16809,30.1,2.4,1/4/2002
1,4,14,16646,31.8,3.9,1/4/2002
1,4,15,16422,32.4,5.3,1/4/2002
1,4,16,16356,33.1,7.2,1/4/2002
1,4,17,17351,31.9,10,1/4/2002
1,4,18,18527,30.5,11.9,1/4/2002
1,4,19,18349,29.8,13.4,1/4/2002
1,4,20,17776,28.8,14,1/4/2002
1,4,21,17087,28.5,15.8,1/4/2002
1,4,22,16146,28.5,16.8,1/4/2002
1,4,23,14771,28.9,16.6,1/4/2002
1,4,24,13368,29.6,17.2,1/4/2002
1,5,1,12294,29.9,16.8,1/5/2002
1,5,2,11723,30.1,16.8,1/5/2002
1,5,3,11411,30.3,16.3,1/5/2002
1,5,4,11246,30.7,16.4,1/5/2002
1,5,5,11337,30.4,16.6,1/5/2002
1,5,6,11730,30.2,16.5,1/5/2002
1,5,7,12510,30.4,16.5,1/5/2002
1,5,8,13375,30.2,16.8,1/5/2002
1,5,9,14438,30.7,16.9,1/5/2002
1,5,10,15125,32.5,17.5,1/5/2002
1,5,11,15356,34.1,18,1/5/2002
1,5,12,15296,36.1,19.5,1/5/2002
1,5,13,15019,36.6,20.2,1/5/2002
1,5,14,14673,37.3,20.6,1/5/2002
1,5,15,14382,37.9,21.2,1/5/2002
1,5,16,14437,37.9,21.6,1/5/2002
1,5,17,15540,37,21.7,1/5/2002
1,5,18,16760,36.4,21.8,1/5/2002
1,5,19,16574,35.4,21.9,1/5/2002
1,5,20,16085,35.1,21.6,1/5/2002
1,5,21,15479,34.7,21.7,1/5/2002
1,5,22,14745,34.3,22.3,1/5/2002
1,5,23,13731,33.5,22,1/5/2002
1,5,24,12574,33,21.9,1/5/2002
1,6,1,11617,33.6,21.8,1/6/2002
1,6,2,11047,33.5,21.4,1/6/2002
1,6,3,10731,32.8,21.6,1/6/2002
1,6,4,10597,32.3,21.4,1/6/2002
1,6,5,10670,32,21.3,1/6/2002
1,6,6,10939,31,21.3,1/6/2002
1,6,7,11463,29.8,21,1/6/2002
1,6,8,12105,30.2,20.6,1/6/2002
1,6,9,13116,31.4,20.7,1/6/2002
1,6,10,13967,32.8,21.1,1/6/2002
1,6,11,14342,35.2,20.5,1/6/2002
1,6,12,14538,36.8,20.2,1/6/2002
1,6,13,14558,38.7,20.8,1/6/2002
1,6,14,14425,40.8,20.7,1/6/2002
1,6,15,14322,41.8,21.4,1/6/2002
1,6,16,14560,40.5,23.7,1/6/2002
1,6,17,15836,39.6,24.6,1/6/2002
1,6,18,16827,38.2,26.2,1/6/2002
1,6,19,16640,36.9,26.9,1/6/2002
1,6,20,16164,37.6,26.1,1/6/2002
1,6,21,15494,37,27,1/6/2002
1,6,22,14494,36.7,29.4,1/6/2002
1,6,23,13207,35,33.2,1/6/2002
1,6,24,12019,34.9,33.3,1/6/2002
1,7,1,11209,35,33.9,1/7/2002
1,7,2,10832,34.5,33.7,1/7/2002
1,7,3,10678,34.4,33.5,1/7/2002
1,7,4,10697,34,32.9,1/7/2002
1,7,5,11049,33.8,32.6,1/7/2002
1,7,6,12245,33.7,32.3,1/7/2002
1,7,7,14519,33.9,32.1,1/7/2002
1,7,8,16129,33.9,31.6,1/7/2002
1,7,9,16621,33.8,31.5,1/7/2002
1,7,10,16897,33.9,31.2,1/7/2002
1,7,11,17168,34.3,30.7,1/7/2002
1,7,12,17285,34,30.3,1/7/2002
1,7,13,17240,33,30.7,1/7/2002
1,7,14,17198,32.6,30.7,1/7/2002
1,7,15,17080,32.5,30.2,1/7/2002
1,7,16,17231,31.6,29.8,1/7/2002
1,7,17,18210,31,28.9,1/7/2002
1,7,18,19183,30.1,28.1,1/7/2002
1,7,19,18973,29.4,27,1/7/2002
1,7,20,18458,28.6,26.1,1/7/2002
1,7,21,17628,27.7,25,1/7/2002
1,7,22,16409,26.9,23.9,1/7/2002
1,7,23,14777,25.6,22.5,1/7/2002
1,7,24,13331,24.5,21.2,1/7/2002
1,8,1,12395,23.7,19.6,1/8/2002
1,8,2,12007,22.5,17.5,1/8/2002
1,8,3,11869,21.4,15.7,1/8/2002
1,8,4,11873,20,13.8,1/8/2002
1,8,5,12261,19.5,13.1,1/8/2002
1,8,6,13478,18.2,12,1/8/2002
1,8,7,15895,17.9,11.4,1/8/2002
1,8,8,17219,17.6,10,1/8/2002
1,8,9,17349,17.7,9.5,1/8/2002
1,8,10,17287,19.7,10.2,1/8/2002
1,8,11,17231,22.4,11.3,1/8/2002
1,8,12,17065,25.4,13.1,1/8/2002
1,8,13,16796,27.8,15.2,1/8/2002
1,8,14,16605,29.4,16.5,1/8/2002
1,8,15,16397,30.7,17.1,1/8/2002
1,8,16,16464,30.6,17.7,1/8/2002
1,8,17,17519,29.9,17.6,1/8/2002
1,8,18,19024,28.5,18.2,1/8/2002
1,8,19,18944,27.7,18.1,1/8/2002
1,8,20,18466,26.7,18.3,1/8/2002
1,8,21,17699,26.7,18.8,1/8/2002
1,8,22,16472,26.5,19.1,1/8/2002
1,8,23,14806,27.3,19.5,1/8/2002
1,8,24,13260,27.6,19.6,1/8/2002
1,9,1,12336,27.7,20.2,1/9/2002
1,9,2,11899,27.5,20.4,1/9/2002
1,9,3,11708,27.3,20.1,1/9/2002
1,9,4,11701,27,19.8,1/9/2002
1,9,5,12028,25.9,19.3,1/9/2002
1,9,6,13214,25.9,19.6,1/9/2002
1,9,7,15527,26.4,20.2,1/9/2002
1,9,8,16985,27.3,20.4,1/9/2002
1,9,9,17197,28.3,20.7,1/9/2002
1,9,10,17223,29.8,21.7,1/9/2002
1,9,11,17261,31.4,22.4,1/9/2002
1,9,12,17191,32.9,23.4,1/9/2002
1,9,13,17042,34,25.7,1/9/2002
1,9,14,16971,34.1,27.3,1/9/2002
1,9,15,16860,34.5,29,1/9/2002
1,9,16,16898,34.6,29.8,1/9/2002
1,9,17,17842,34.4,30.6,1/9/2002
1,9,18,18868,34.2,30.9,1/9/2002
1,9,19,18599,34.3,30.9,1/9/2002
1,9,20,18047,34,31.2,1/9/2002
1,9,21,17273,33.9,31.3,1/9/2002
1,9,22,15995,33.7,30.9,1/9/2002
1,9,23,14277,34.1,31.2,1/9/2002
1,9,24,12785,34.7,31,1/9/2002
1,10,1,11800,36.1,31.2,1/10/2002
1,10,2,11344,36.4,31.4,1/10/2002
1,10,3,11126,36.5,31.5,1/10/2002
1,10,4,11085,36.4,31.7,1/10/2002
1,10,5,11395,36.4,32,1/10/2002
1,10,6,12536,36.5,32.2,1/10/2002
1,10,7,14892,35.8,32.2,1/10/2002
1,10,8,16424,36.2,32.7,1/10/2002
1,10,9,16544,36.9,33.1,1/10/2002
1,10,10,16447,38.2,33.1,1/10/2002
1,10,11,16390,40.8,33.9,1/10/2002
1,10,12,16248,43.2,34.2,1/10/2002
1,10,13,16035,44.7,34.4,1/10/2002
1,10,14,15963,46,34.5,1/10/2002
1,10,15,15804,46.7,34.3,1/10/2002
1,10,16,15887,46.3,33.8,1/10/2002
1,10,17,16915,45.8,33.4,1/10/2002
1,10,18,18047,44.6,33.3,1/10/2002
1,10,19,17873,44.2,32.4,1/10/2002
1,10,20,17404,43.6,32.6,1/10/2002
1,10,21,16625,41.9,32.4,1/10/2002
1,10,22,15426,41.8,32.6,1/10/2002
1,10,23,13895,40.8,32.4,1/10/2002
1,10,24,12410,40,31.9,1/10/2002
1,11,1,11460,39.2,31.8,1/11/2002
1,11,2,11003,38.3,31.4,1/11/2002
1,11,3,10786,36.9,31.5,1/11/2002
1,11,4,10759,36.6,31.2,1/11/2002
1,11,5,11051,36.2,30.8,1/11/2002
1,11,6,12228,35.7,31,1/11/2002
1,11,7,14568,35,30.9,1/11/2002
1,11,8,16220,35.5,31,1/11/2002
1,11,9,16478,36.5,31,1/11/2002
1,11,10,16616,37.9,32.2,1/11/2002
1,11,11,16783,37.9,33.6,1/11/2002
1,11,12,16795,37.9,34.5,1/11/2002
1,11,13,16706,37.4,35.1,1/11/2002
1,11,14,16608,37.2,35,1/11/2002
1,11,15,16349,37.6,35.4,1/11/2002
1,11,16,16274,37.5,35.5,1/11/2002
1,11,17,16870,37.4,34.9,1/11/2002
1,11,18,17776,36.8,34.5,1/11/2002
1,11,19,17504,37.3,33.7,1/11/2002
1,11,20,16930,37.2,33,1/11/2002
1,11,21,16249,36.7,32.6,1/11/2002
1,11,22,15311,36.8,31.8,1/11/2002
1,11,23,14061,36.9,30.4,1/11/2002
1,11,24,12762,36.8,29,1/11/2002
1,12,1,11775,36.1,27.8,1/12/2002
1,12,2,11250,35.7,27.7,1/12/2002
1,12,3,10936,35.4,26.8,1/12/2002
1,12,4,10830,34.9,25.5,1/12/2002
1,12,5,10929,33.9,25.8,1/12/2002
1,12,6,11368,33.5,26,1/12/2002
1,12,7,12142,33.4,25.6,1/12/2002
1,12,8,13109,33.1,25.8,1/12/2002
1,12,9,14263,33.8,25.9,1/12/2002
1,12,10,15092,34.8,25.9,1/12/2002
1,12,11,15387,36,26.6,1/12/2002
1,12,12,15284,37.2,26.9,1/12/2002
1,12,13,14920,38.4,27.1,1/12/2002
1,12,14,14544,38.9,27.5,1/12/2002
1,12,15,14225,39.7,27.2,1/12/2002
1,12,16,14156,39.9,27.2,1/12/2002
1,12,17,14970,39.5,27.7,1/12/2002
1,12,18,16356,37.7,28,1/12/2002
1,12,19,16266,36.1,27.8,1/12/2002
1,12,20,15783,36,28.3,1/12/2002
1,12,21,15234,34.6,28.3,1/12/2002
1,12,22,14537,33.8,28.9,1/12/2002
1,12,23,13513,33.9,30,1/12/2002
1,12,24,12391,34.2,30.6,1/12/2002
1,13,1,11420,34.1,31,1/13/2002
1,13,2,10833,34,31.6,1/13/2002
1,13,3,10590,33.4,31.6,1/13/2002
1,13,4,10368,34,32.3,1/13/2002
1,13,5,10374,34.5,32.5,1/13/2002
1,13,6,10605,35.3,33.5,1/13/2002
1,13,7,11109,35.4,33.9,1/13/2002
1,13,8,11933,35.3,33.8,1/13/2002
1,13,9,13053,35,33.3,1/13/2002
1,13,10,14140,34.7,32.8,1/13/2002
1,13,11,14789,34,32.8,1/13/2002
1,13,12,15185,34.1,32.2,1/13/2002
1,13,13,15304,35.2,31,1/13/2002
1,13,14,15130,35.9,28.8,1/13/2002
1,13,15,14826,35.9,27.4,1/13/2002
1,13,16,14769,36.4,25.2,1/13/2002
1,13,17,15691,36.3,22.7,1/13/2002
1,13,18,17052,35.2,22,1/13/2002
1,13,19,16983,35.3,20.2,1/13/2002
1,13,20,16500,34.6,20,1/13/2002
1,13,21,15841,34,19.7,1/13/2002
1,13,22,14834,33.3,20.3,1/13/2002
1,13,23,13556,32.9,19.7,1/13/2002
1,13,24,12379,32.5,18.9,1/13/2002
1,14,1,11624,31.5,19,1/14/2002
1,14,2,11297,31,18,1/14/2002
1,14,3,11036,30.5,17.4,1/14/2002
1,14,4,11154,30.6,17.4,1/14/2002
1,14,5,11547,29.7,16.9,1/14/2002
1,14,6,12793,29.2,16.7,1/14/2002
1,14,7,15234,28.5,16.9,1/14/2002
1,14,8,16641,27.9,17,1/14/2002
1,14,9,16856,27.7,17,1/14/2002
1,14,10,16872,29.3,17.3,1/14/2002
1,14,11,16891,30.9,17.2,1/14/2002
1,14,12,16792,32.5,18,1/14/2002
1,14,13,16638,33.2,18.3,1/14/2002
1,14,14,16521,34.2,18.5,1/14/2002
1,14,15,16314,34.3,18.9,1/14/2002
1,14,16,16395,34.6,18.7,1/14/2002
1,14,17,17363,34.1,18.8,1/14/2002
1,14,18,18709,33,19.6,1/14/2002
1,14,19,18580,32.2,20.3,1/14/2002
1,14,20,18069,31.7,21,1/14/2002
1,14,21,17250,30.6,22.6,1/14/2002
1,14,22,15998,31.1,23.1,1/14/2002
1,14,23,14301,30.9,23.5,1/14/2002
1,14,24,12840,31.6,24,1/14/2002
1,15,1,11898,32,24.7,1/15/2002
1,15,2,11462,31.7,26.7,1/15/2002
1,15,3,11289,31,27.5,1/15/2002
1,15,4,11244,31.3,28.3,1/15/2002
1,15,5,11543,31.5,29,1/15/2002
1,15,6,12681,31.8,29.3,1/15/2002
1,15,7,15010,32,30.2,1/15/2002
1,15,8,16623,31.5,29.8,1/15/2002
1,15,9,16879,31.3,30.1,1/15/2002
1,15,10,17010,31.4,30.6,1/15/2002
1,15,11,17152,31.7,30.9,1/15/2002
1,15,12,17078,31.9,31.2,1/15/2002
1,15,13,16932,32.3,31.4,1/15/2002
1,15,14,16865,32.3,31.4,1/15/2002
1,15,15,16661,32.5,31.9,1/15/2002
1,15,16,16782,32.7,32.2,1/15/2002
1,15,17,17707,32.6,32,1/15/2002
1,15,18,18724,33.2,31.8,1/15/2002
1,15,19,18533,32.7,31.3,1/15/2002
1,15,20,17976,32.9,31.2,1/15/2002
1,15,21,17196,32.5,30.9,1/15/2002
1,15,22,15930,32.5,30.7,1/15/2002
1,15,23,14313,32.9,30.2,1/15/2002
1,15,24,12828,32.6,30.7,1/15/2002
1,16,1,11928,34,30.5,1/16/2002
1,16,2,11480,34.2,30,1/16/2002
1,16,3,11250,34.5,30,1/16/2002
1,16,4,11234,34.4,27.5,1/16/2002
1,16,5,11564,34.8,26.7,1/16/2002
1,16,6,12764,34,25.5,1/16/2002
1,16,7,15190,33.4,24.4,1/16/2002
1,16,8,16611,32.6,22.1,1/16/2002
1,16,9,16749,32.1,21.5,1/16/2002
1,16,10,16770,32.7,20.1,1/16/2002
1,16,11,16828,33.6,20,1/16/2002
1,16,12,16654,34.4,19.3,1/16/2002
1,16,13,16401,35.3,18.1,1/16/2002
1,16,14,16265,36.3,18.3,1/16/2002
1,16,15,16080,36.3,18.2,1/16/2002
1,16,16,16185,35.8,17.8,1/16/2002
1,16,17,17137,34.8,17.2,1/16/2002
1,16,18,18564,33.7,17.7,1/16/2002
1,16,19,18484,32.7,18.2,1/16/2002
1,16,20,18011,31.7,18.4,1/16/2002
1,16,21,17314,31,18.4,1/16/2002
1,16,22,16115,30.1,18.7,1/16/2002
1,16,23,14495,29.7,19,1/16/2002
1,16,24,13045,29.8,19,1/16/2002
1,17,1,12082,29.3,19.3,1/17/2002
1,17,2,11667,28.7,20.2,1/17/2002
1,17,3,11478,28.8,20.9,1/17/2002
1,17,4,11448,28.3,21.4,1/17/2002
1,17,5,11800,28.6,22,1/17/2002
1,17,6,12974,28.2,22.6,1/17/2002
1,17,7,15316,28.6,23.1,1/17/2002
1,17,8,16925,28.2,25.4,1/17/2002
1,17,9,17243,28,26.7,1/17/2002
1,17,10,17379,29.6,28.3,1/17/2002
1,17,11,17457,30.8,29.5,1/17/2002
1,17,12,17395,32.6,31.1,1/17/2002
1,17,13,17158,34,31.8,1/17/2002
1,17,14,16889,36,32,1/17/2002
1,17,15,16486,38.6,31.6,1/17/2002
1,17,16,16360,39.5,30.6,1/17/2002
1,17,17,17091,39.3,28.5,1/17/2002
1,17,18,18492,38.1,27.3,1/17/2002
1,17,19,18415,37.3,26.2,1/17/2002
1,17,20,17972,36.3,25.7,1/17/2002
1,17,21,17251,35.2,23.5,1/17/2002
1,17,22,16116,34.3,22.3,1/17/2002
1,17,23,14531,33,19.8,1/17/2002
1,17,24,13115,32.1,18.1,1/17/2002
1,18,1,12192,30.8,17.7,1/18/2002
1,18,2,11769,29.6,17.1,1/18/2002
1,18,3,11571,28.1,17.1,1/18/2002
1,18,4,11565,28.3,17.3,1/18/2002
1,18,5,11901,27.6,17.6,1/18/2002
1,18,6,13094,26.7,17.2,1/18/2002
1,18,7,15432,25.5,17.1,1/18/2002
1,18,8,16886,25.7,16.9,1/18/2002
1,18,9,17100,26.5,17.7,1/18/2002
1,18,10,17143,28.3,18.5,1/18/2002
1,18,11,17087,30.4,18.8,1/18/2002
1,18,12,16919,31.8,18,1/18/2002
1,18,13,16744,33.1,16.8,1/18/2002
1,18,14,16602,33.1,15.4,1/18/2002
1,18,15,16421,32.9,16.2,1/18/2002
1,18,16,16308,32.5,16.3,1/18/2002
1,18,17,16917,32.2,15.3,1/18/2002
1,18,18,18155,30.3,14.1,1/18/2002
1,18,19,18027,29.8,13.4,1/18/2002
1,18,20,17463,29.5,12.2,1/18/2002
1,18,21,16947,28.7,12.2,1/18/2002
1,18,22,15956,27.3,12.3,1/18/2002
1,18,23,14733,26.4,11.5,1/18/2002
1,18,24,13439,26.2,11.4,1/18/2002
1,19,1,12508,25,11.9,1/19/2002
1,19,2,12014,23.2,11.5,1/19/2002
1,19,3,11775,22.2,11.5,1/19/2002
1,19,4,11692,21.2,11.2,1/19/2002
1,19,5,11809,20.9,11.2,1/19/2002
1,19,6,12229,20.2,11.3,1/19/2002
1,19,7,13036,19.6,11.8,1/19/2002
1,19,8,14045,19.3,11.2,1/19/2002
1,19,9,15247,19.6,12.7,1/19/2002
1,19,10,16071,21,13,1/19/2002
1,19,11,16293,23,12.7,1/19/2002
1,19,12,16173,24.5,13.1,1/19/2002
1,19,13,15892,25.9,12.3,1/19/2002
1,19,14,15599,27.2,12.1,1/19/2002
1,19,15,15488,27.6,12.3,1/19/2002
1,19,16,15569,27.1,14.5,1/19/2002
1,19,17,16447,26.5,16.9,1/19/2002
1,19,18,17536,25.3,19.7,1/19/2002
1,19,19,17412,24.9,21.3,1/19/2002
1,19,20,16874,24.3,22.4,1/19/2002
1,19,21,16163,24.2,22.9,1/19/2002
1,19,22,15362,24.7,23.3,1/19/2002
1,19,23,14343,24.7,23.4,1/19/2002
1,19,24,13333,24.7,23.4,1/19/2002
1,20,1,12331,24.4,23.4,1/20/2002
1,20,2,11679,24,22.9,1/20/2002
1,20,3,11369,23.3,22.1,1/20/2002
1,20,4,11259,22.7,21,1/20/2002
1,20,5,11346,20.7,18.9,1/20/2002
1,20,6,11613,19.1,17.1,1/20/2002
1,20,7,12151,17.7,15.6,1/20/2002
1,20,8,12764,18.5,16.1,1/20/2002
1,20,9,13622,18.1,16.2,1/20/2002
1,20,10,14162,20.6,18,1/20/2002
1,20,11,14378,24,19.2,1/20/2002
1,20,12,14505,27.6,19.6,1/20/2002
1,20,13,14418,29.6,20.3,1/20/2002
1,20,14,14119,32.7,20.1,1/20/2002
1,20,15,13886,33.8,20.6,1/20/2002
1,20,16,13943,34.2,20,1/20/2002
1,20,17,14856,33.9,19.8,1/20/2002
1,20,18,16547,32.3,20.1,1/20/2002
1,20,19,16642,31,20.3,1/20/2002
1,20,20,16166,29.5,20.2,1/20/2002
1,20,21,15578,28.7,20.3,1/20/2002
1,20,22,14726,28.4,20.9,1/20/2002
1,20,23,13645,27.9,20.2,1/20/2002
1,20,24,12585,27.5,19.7,1/20/2002
1,21,1,11826,26.9,19.9,1/21/2002
1,21,2,11468,25.8,19.2,1/21/2002
1,21,3,11308,27.2,19.9,1/21/2002
1,21,4,11327,27.1,20.6,1/21/2002
1,21,5,11663,25.5,20.2,1/21/2002
1,21,6,12618,24,19.5,1/21/2002
1,21,7,14203,21,17.9,1/21/2002
1,21,8,15621,22.2,18.2,1/21/2002
1,21,9,16606,23.9,19.8,1/21/2002
1,21,10,17312,25.3,21.8,1/21/2002
1,21,11,17695,27,22.7,1/21/2002
1,21,12,17827,28.9,23.8,1/21/2002
1,21,13,17730,29.5,27.2,1/21/2002
1,21,14,17618,30.7,28.8,1/21/2002
1,21,15,17415,31.3,30.7,1/21/2002
1,21,16,17182,32,31.3,1/21/2002
1,21,17,17718,32.5,31.8,1/21/2002
1,21,18,18840,32.6,31.7,1/21/2002
1,21,19,18651,32.1,30.7,1/21/2002
1,21,20,18087,31.5,29.8,1/21/2002
1,21,21,17231,32.6,30.2,1/21/2002
1,21,22,15998,32.7,29.5,1/21/2002
1,21,23,14429,33.1,29.1,1/21/2002
1,21,24,12985,32.8,26.8,1/21/2002
1,22,1,12055,32.1,25.5,1/22/2002
1,22,2,11640,31.2,24.6,1/22/2002
1,22,3,11447,30.6,23.8,1/22/2002
1,22,4,11436,30.9,23.3,1/22/2002
1,22,5,11777,32.1,23.5,1/22/2002
1,22,6,12948,32,24.2,1/22/2002
1,22,7,15321,32.4,23.8,1/22/2002
1,22,8,16676,31.8,24,1/22/2002
1,22,9,16760,32.4,24.4,1/22/2002
1,22,10,16683,35.1,25.5,1/22/2002
1,22,11,16670,36.5,26.1,1/22/2002
1,22,12,16606,38.1,25.3,1/22/2002
1,22,13,16404,39.5,23.2,1/22/2002
1,22,14,16250,40.2,22.9,1/22/2002
1,22,15,16023,40.6,22,1/22/2002
1,22,16,15902,41,21.7,1/22/2002
1,22,17,16596,40.1,21,1/22/2002
1,22,18,18249,38.2,21.5,1/22/2002
1,22,19,18327,36.5,21,1/22/2002
1,22,20,17900,34.8,21.1,1/22/2002
1,22,21,17199,32.4,21.4,1/22/2002
1,22,22,16011,30,21.3,1/22/2002
1,22,23,14395,29.6,22.4,1/22/2002
1,22,24,12966,29.9,22,1/22/2002
1,23,1,12064,29.2,21.6,1/23/2002
1,23,2,11659,30.2,21.7,1/23/2002
1,23,3,11471,30.6,21.4,1/23/2002
1,23,4,11442,30.8,22.4,1/23/2002
1,23,5,11745,31.1,23.7,1/23/2002
1,23,6,12952,31.3,24.1,1/23/2002
1,23,7,15322,31.9,24.7,1/23/2002
1,23,8,16694,34.1,27.3,1/23/2002
1,23,9,16769,35.8,29.4,1/23/2002
1,23,10,16667,38.8,30.8,1/23/2002
1,23,11,16629,42.2,30.1,1/23/2002
1,23,12,16486,45.2,29.8,1/23/2002
1,23,13,16245,46.9,30.4,1/23/2002
1,23,14,16128,48.1,32.7,1/23/2002
1,23,15,15941,49,35.4,1/23/2002
1,23,16,16029,47.7,36.7,1/23/2002
1,23,17,16892,45.9,37.4,1/23/2002
1,23,18,18081,44.9,37.8,1/23/2002
1,23,19,17934,44.6,38.4,1/23/2002
1,23,20,17385,43.8,38.7,1/23/2002
1,23,21,16607,43.5,39,1/23/2002
1,23,22,15405,42.9,38.5,1/23/2002
1,23,23,13762,42.5,38.5,1/23/2002
1,23,24,12291,41.5,38,1/23/2002
1,24,1,11334,41.2,38.6,1/24/2002
1,24,2,10900,41.1,38.3,1/24/2002
1,24,3,10671,39.8,38.1,1/24/2002
1,24,4,10648,39.3,37.8,1/24/2002
1,24,5,10971,38.5,37,1/24/2002
1,24,6,12197,37.7,36.3,1/24/2002
1,24,7,14467,37.3,36.4,1/24/2002
1,24,8,16184,38.5,37.4,1/24/2002
1,24,9,16382,38.5,37.5,1/24/2002
1,24,10,16467,39.7,38.7,1/24/2002
1,24,11,16618,41.2,39.9,1/24/2002
1,24,12,16543,42.1,40.7,1/24/2002
1,24,13,16457,43.5,41.9,1/24/2002
1,24,14,16465,43.5,42,1/24/2002
1,24,15,16388,43,42.2,1/24/2002
1,24,16,16405,42.5,42.1,1/24/2002
1,24,17,17133,42.3,41.9,1/24/2002
1,24,18,18005,42.5,42.1,1/24/2002
1,24,19,17808,42.8,42.3,1/24/2002
1,24,20,17267,42.3,41.8,1/24/2002
1,24,21,16508,42.6,42.1,1/24/2002
1,24,22,15343,43.3,41.8,1/24/2002
1,24,23,13808,41.2,38.1,1/24/2002
1,24,24,12352,39,35.4,1/24/2002
1,25,1,11423,37.3,33.6,1/25/2002
1,25,2,10999,36.7,32.9,1/25/2002
1,25,3,10781,36.2,32.5,1/25/2002
1,25,4,10770,35.8,31.5,1/25/2002
1,25,5,11111,35.6,30.9,1/25/2002
1,25,6,12257,34.9,29.5,1/25/2002
1,25,7,14657,34.2,29.1,1/25/2002
1,25,8,16152,33.5,26.7,1/25/2002
1,25,9,16415,33.4,26.3,1/25/2002
1,25,10,16388,34.6,24.5,1/25/2002
1,25,11,16384,35.5,23.7,1/25/2002
1,25,12,16277,37.2,21.7,1/25/2002
1,25,13,16033,38.6,20.3,1/25/2002
1,25,14,15804,39.6,20,1/25/2002
1,25,15,15535,40.6,19,1/25/2002
1,25,16,15461,40.7,18.7,1/25/2002
