MONTH,DAY,HOUR,LOAD,DRYBULB,DEWPOINT,DATE
7,12,15,17258,75.7,48.6,7/12/2002
7,12,16,17198,76.5,50,7/12/2002
7,12,17,17173,76.8,50.2,7/12/2002
7,12,18,16905,76.5,50.7,7/12/2002
7,12,19,16393,76.2,51,7/12/2002
7,12,20,15800,74.7,52.5,7/12/2002
7,12,21,15759,71.9,53.7,7/12/2002
7,12,22,15559,69.7,53.8,7/12/2002
7,12,23,14207,67.4,53.7,7/12/2002
7,12,24,12697,66.2,53.6,7/12/2002
7,13,1,11519,64.8,54.1,7/13/2002
7,13,2,10813,63.7,54.3,7/13/2002
7,13,3,10391,62.7,54.7,7/13/2002
7,13,4,10162,62.1,54.3,7/13/2002
7,13,5,10115,61.2,54.8,7/13/2002
7,13,6,10216,60.8,55.4,7/13/2002
7,13,7,10858,60.3,55.9,7/13/2002
7,13,8,12153,62.9,57.2,7/13/2002
7,13,9,13632,66.8,57.5,7/13/2002
7,13,10,14818,70.3,57.3,7/13/2002
7,13,11,15559,74.4,57.9,7/13/2002
7,13,12,15922,77.6,57,7/13/2002
7,13,13,16014,80.2,54.7,7/13/2002
7,13,14,16011,82.2,53.5,7/13/2002
7,13,15,16025,83.5,52.5,7/13/2002
7,13,16,16080,83.6,52.6,7/13/2002
7,13,17,16154,83.9,52.8,7/13/2002
7,13,18,16112,82.7,54.2,7/13/2002
7,13,19,15774,80.7,55.9,7/13/2002
7,13,20,15397,77.8,56.7,7/13/2002
7,13,21,15539,74.8,59.5,7/13/2002
7,13,22,15457,72,60.1,7/13/2002
7,13,23,14335,69.7,60,7/13/2002
7,13,24,13013,68.8,59.7,7/13/2002
7,14,1,11913,67.6,59.3,7/14/2002
7,14,2,11196,66.8,59.4,7/14/2002
7,14,3,10769,65.8,59,7/14/2002
7,14,4,10478,64.9,59,7/14/2002
7,14,5,10366,64,59.8,7/14/2002
7,14,6,10291,63.5,60.3,7/14/2002
7,14,7,10602,63.4,60.5,7/14/2002
7,14,8,11527,65.4,61.2,7/14/2002
7,14,9,12831,68.1,61.9,7/14/2002
7,14,10,14032,71.2,61.8,7/14/2002
7,14,11,15009,74.2,61.7,7/14/2002
7,14,12,15692,76.6,62.4,7/14/2002
7,14,13,16066,78.7,62.5,7/14/2002
7,14,14,16204,80.6,60.9,7/14/2002
7,14,15,16318,82.1,59.3,7/14/2002
7,14,16,16469,82.8,58.1,7/14/2002
7,14,17,16712,82.9,58.3,7/14/2002
7,14,18,16852,82.4,58.6,7/14/2002
7,14,19,16722,81.4,58.8,7/14/2002
7,14,20,16428,78.9,60.5,7/14/2002
7,14,21,16690,76.2,61.6,7/14/2002
7,14,22,16624,74,61.4,7/14/2002
7,14,23,15294,71.6,61.8,7/14/2002
7,14,24,13711,70,62,7/14/2002
7,15,1,12584,68.7,61.7,7/15/2002
7,15,2,11936,67.6,62,7/15/2002
7,15,3,11579,66.4,62.2,7/15/2002
7,15,4,11407,66.1,62.7,7/15/2002
7,15,5,11563,65.6,62.6,7/15/2002
7,15,6,12221,64.8,62.3,7/15/2002
7,15,7,13891,65.1,62.6,7/15/2002
7,15,8,16099,67.1,62.7,7/15/2002
7,15,9,17715,70.4,64.2,7/15/2002
7,15,10,18915,73.3,64.7,7/15/2002
7,15,11,19971,75.8,65.2,7/15/2002
7,15,12,20688,79.6,65.1,7/15/2002
7,15,13,21018,82.2,64.6,7/15/2002
7,15,14,21172,83.5,62.1,7/15/2002
7,15,15,21199,82.8,63.2,7/15/2002
7,15,16,21256,84.3,62.3,7/15/2002
7,15,17,21290,84.3,61.4,7/15/2002
7,15,18,20997,80.9,64.7,7/15/2002
7,15,19,20244,79.2,63,7/15/2002
7,15,20,19445,76.9,64.2,7/15/2002
7,15,21,19016,74,63.6,7/15/2002
7,15,22,18400,71.9,64.1,7/15/2002
7,15,23,16637,70.1,64.1,7/15/2002
7,15,24,14668,69.4,62.4,7/15/2002
7,16,1,13317,67.2,61.5,7/16/2002
7,16,2,12552,66.8,60.8,7/16/2002
7,16,3,12034,65.9,60.6,7/16/2002
7,16,4,11777,64.8,60.1,7/16/2002
7,16,5,11843,63.8,58.5,7/16/2002
7,16,6,12341,63.5,57.5,7/16/2002
7,16,7,13917,63.2,57.2,7/16/2002
7,16,8,15834,65.4,56.3,7/16/2002
7,16,9,16978,67.5,56.1,7/16/2002
7,16,10,17702,70.3,54.7,7/16/2002
7,16,11,18216,72.8,51.8,7/16/2002
7,16,12,18484,74,51.4,7/16/2002
7,16,13,18616,75.2,51.1,7/16/2002
7,16,14,18802,76.9,51.5,7/16/2002
7,16,15,18790,77.6,52.3,7/16/2002
7,16,16,18709,77.1,52,7/16/2002
7,16,17,18613,78.2,52.4,7/16/2002
7,16,18,18253,75.1,53.9,7/16/2002
7,16,19,17613,73.2,54.4,7/16/2002
7,16,20,17033,72.2,54.5,7/16/2002
7,16,21,17043,69.9,54.5,7/16/2002
7,16,22,16653,68.8,53.7,7/16/2002
7,16,23,14989,67.2,53.4,7/16/2002
7,16,24,13248,64.2,53.8,7/16/2002
7,17,1,11998,63.3,53.8,7/17/2002
7,17,2,11303,61.7,53.9,7/17/2002
7,17,3,10908,60.9,53.5,7/17/2002
7,17,4,10723,59.6,53.2,7/17/2002
7,17,5,10877,58.6,53,7/17/2002
7,17,6,11469,57.3,52.7,7/17/2002
7,17,7,13048,57.6,52.8,7/17/2002
7,17,8,15022,60.6,54.1,7/17/2002
7,17,9,16360,65,54.5,7/17/2002
7,17,10,17246,68.4,54.7,7/17/2002
7,17,11,18045,70.5,55.7,7/17/2002
7,17,12,18545,72.8,56.6,7/17/2002
7,17,13,18852,75.3,57.3,7/17/2002
7,17,14,19257,77.4,57.9,7/17/2002
7,17,15,19526,78.2,58.5,7/17/2002
7,17,16,19661,78.7,59.7,7/17/2002
7,17,17,19810,80.6,61.6,7/17/2002
7,17,18,19679,80.2,62.3,7/17/2002
7,17,19,19192,80.1,63.3,7/17/2002
7,17,20,18639,80.1,63.8,7/17/2002
7,17,21,18721,77.3,63.9,7/17/2002
7,17,22,18289,74.5,63.9,7/17/2002
7,17,23,16607,73.4,64,7/17/2002
7,17,24,14851,72.5,64.3,7/17/2002
7,18,1,13553,71.8,64.4,7/18/2002
7,18,2,12808,71.2,64.4,7/18/2002
7,18,3,12397,70.9,65.1,7/18/2002
7,18,4,12236,70.7,65.5,7/18/2002
7,18,5,12386,70.8,65.1,7/18/2002
7,18,6,13136,70.3,65.2,7/18/2002
7,18,7,14756,69.3,65.3,7/18/2002
7,18,8,17085,71.8,66.1,7/18/2002
7,18,9,18884,75.6,66.9,7/18/2002
7,18,10,20257,79.3,67.6,7/18/2002
7,18,11,21433,82.1,67.3,7/18/2002
7,18,12,22185,83.8,66.5,7/18/2002
7,18,13,22566,85.8,66.5,7/18/2002
7,18,14,22961,86.8,65.6,7/18/2002
7,18,15,23081,87.4,66,7/18/2002
7,18,16,23089,87.5,65.2,7/18/2002
7,18,17,23090,88.2,65.8,7/18/2002
7,18,18,22749,87.6,66.2,7/18/2002
7,18,19,22103,85,66.7,7/18/2002
7,18,20,21478,83.6,66.6,7/18/2002
7,18,21,21358,79.6,67.2,7/18/2002
7,18,22,20671,76.8,68,7/18/2002
7,18,23,18716,75.8,68,7/18/2002
7,18,24,16705,75.5,67.5,7/18/2002
7,19,1,15197,73.1,66.4,7/19/2002
7,19,2,14303,73,68.1,7/19/2002
7,19,3,13667,71.4,66.5,7/19/2002
7,19,4,13350,70.9,67.1,7/19/2002
7,19,5,13341,69.9,66.3,7/19/2002
7,19,6,13955,69.5,65.7,7/19/2002
7,19,7,15359,69.1,66,7/19/2002
7,19,8,17190,68.8,65.3,7/19/2002
7,19,9,18400,69.7,65.7,7/19/2002
7,19,10,19216,70.3,65.2,7/19/2002
7,19,11,19870,71.7,65.2,7/19/2002
7,19,12,20248,72.5,65.7,7/19/2002
7,19,13,20441,73.7,65.9,7/19/2002
7,19,14,20715,75.4,66.6,7/19/2002
7,19,15,20730,76.3,66.8,7/19/2002
7,19,16,20481,77.2,67.1,7/19/2002
7,19,17,19976,75.2,66.6,7/19/2002
7,19,18,19376,70.3,64.8,7/19/2002
7,19,19,18691,70,65.5,7/19/2002
7,19,20,18013,68.7,65.4,7/19/2002
7,19,21,17656,67.9,65,7/19/2002
7,19,22,16904,67.2,64.3,7/19/2002
7,19,23,15481,66.9,64.2,7/19/2002
7,19,24,14046,66.8,64.9,7/19/2002
7,20,1,12872,66.5,64.8,7/20/2002
7,20,2,12078,66.1,64.4,7/20/2002
7,20,3,11610,65.4,63.8,7/20/2002
7,20,4,11357,65.6,64,7/20/2002
7,20,5,11313,65.4,63.7,7/20/2002
7,20,6,11494,65.1,63.4,7/20/2002
7,20,7,12027,65.1,63,7/20/2002
7,20,8,13151,65.4,63.1,7/20/2002
7,20,9,14437,66.2,62.9,7/20/2002
7,20,10,15396,67.6,62.9,7/20/2002
7,20,11,15836,67.3,62.2,7/20/2002
7,20,12,15911,68.8,61.6,7/20/2002
7,20,13,15813,70.1,61.9,7/20/2002
7,20,14,15690,70.7,61.9,7/20/2002
7,20,15,15599,73.5,62.3,7/20/2002
7,20,16,15636,74.5,62.3,7/20/2002
7,20,17,15763,74.8,61,7/20/2002
7,20,18,15825,74.8,61.8,7/20/2002
7,20,19,15612,74,61.7,7/20/2002
7,20,20,15227,72.6,61.5,7/20/2002
7,20,21,15381,71.1,62.4,7/20/2002
7,20,22,15253,68.7,62.2,7/20/2002
7,20,23,14119,67.2,62.1,7/20/2002
7,20,24,12809,66.1,61.2,7/20/2002
7,21,1,11701,64.7,61.3,7/21/2002
7,21,2,11029,64.1,61,7/21/2002
7,21,3,10619,64,60.9,7/21/2002
7,21,4,10384,64.2,60.9,7/21/2002
7,21,5,10308,64.3,61,7/21/2002
7,21,6,10275,63.8,60.6,7/21/2002
7,21,7,10545,63.9,61,7/21/2002
7,21,8,11449,64.8,61.5,7/21/2002
7,21,9,12767,67.2,61.9,7/21/2002
7,21,10,13941,69.7,61.8,7/21/2002
7,21,11,14785,72,61.9,7/21/2002
7,21,12,15425,74.5,63,7/21/2002
7,21,13,15837,75.9,63.1,7/21/2002
7,21,14,16053,77.5,62.7,7/21/2002
7,21,15,16128,79.1,62.2,7/21/2002
7,21,16,16288,81.2,60.4,7/21/2002
7,21,17,16493,81.4,60.4,7/21/2002
7,21,18,16678,81,61.7,7/21/2002
7,21,19,16488,80,63.5,7/21/2002
7,21,20,16149,77.2,64,7/21/2002
7,21,21,16453,73.8,64.1,7/21/2002
7,21,22,16227,71,63.7,7/21/2002
7,21,23,14864,69.4,63,7/21/2002
7,21,24,13353,68.4,62.7,7/21/2002
7,22,1,12391,67.4,62.4,7/22/2002
7,22,2,11785,67.1,63.2,7/22/2002
7,22,3,11510,67.2,62.8,7/22/2002
7,22,4,11418,66.9,63,7/22/2002
7,22,5,11591,67.1,63.3,7/22/2002
7,22,6,12295,66.2,63.6,7/22/2002
7,22,7,14006,66.3,64,7/22/2002
7,22,8,16194,67.9,64.4,7/22/2002
7,22,9,17840,71.1,64.7,7/22/2002
7,22,10,19092,74.6,65,7/22/2002
7,22,11,20146,77.8,65.7,7/22/2002
7,22,12,20928,80.3,66.2,7/22/2002
7,22,13,21469,83,67.2,7/22/2002
7,22,14,22038,84.9,67.8,7/22/2002
7,22,15,22221,85.8,68.2,7/22/2002
7,22,16,22308,86.2,68.1,7/22/2002
7,22,17,22402,86.9,68,7/22/2002
7,22,18,22218,86.1,67.9,7/22/2002
7,22,19,21618,84.8,67.6,7/22/2002
7,22,20,20831,81.8,68,7/22/2002
7,22,21,20756,79.6,67.6,7/22/2002
7,22,22,20096,78.1,66.9,7/22/2002
7,22,23,18119,76.8,66.1,7/22/2002
7,22,24,16164,76.2,65.8,7/22/2002
7,23,1,14729,74.9,65.2,7/23/2002
7,23,2,13952,74.8,65.4,7/23/2002
7,23,3,13531,74.6,65.8,7/23/2002
7,23,4,13317,74.5,66,7/23/2002
7,23,5,13443,73.3,65.9,7/23/2002
7,23,6,14134,73.1,66.1,7/23/2002
7,23,7,15844,73.5,66.8,7/23/2002
7,23,8,18087,74.5,67.7,7/23/2002
7,23,9,19864,77.5,69.2,7/23/2002
7,23,10,21323,80.4,69.9,7/23/2002
7,23,11,22564,83.5,70.7,7/23/2002
7,23,12,23488,86.7,71.6,7/23/2002
7,23,13,24091,88.8,71.8,7/23/2002
7,23,14,24563,90.3,72,7/23/2002
7,23,15,24539,91,71.6,7/23/2002
7,23,16,23729,90.3,72,7/23/2002
7,23,17,22416,79.6,69.4,7/23/2002
7,23,18,21374,73.6,68.9,7/23/2002
7,23,19,20553,72.4,69.3,7/23/2002
7,23,20,19902,71.9,69.2,7/23/2002
7,23,21,19639,71.4,68.4,7/23/2002
7,23,22,18696,70.9,67.7,7/23/2002
7,23,23,16906,70.7,67,7/23/2002
7,23,24,15139,70.4,66.9,7/23/2002
7,24,1,13807,69.5,66.4,7/24/2002
7,24,2,12999,68.7,65.6,7/24/2002
7,24,3,12444,66.4,63,7/24/2002
7,24,4,12066,64,61,7/24/2002
7,24,5,12024,62.9,59.5,7/24/2002
7,24,6,12579,61.4,56.4,7/24/2002
7,24,7,13890,60.7,54.8,7/24/2002
7,24,8,15464,60.9,53.8,7/24/2002
7,24,9,16428,62.6,53.9,7/24/2002
7,24,10,17050,64.3,53.4,7/24/2002
7,24,11,17571,66.5,52.8,7/24/2002
7,24,12,17793,68.6,53.3,7/24/2002
7,24,13,17854,70.3,52.7,7/24/2002
7,24,14,17961,71.1,52.7,7/24/2002
7,24,15,17912,71.8,52.9,7/24/2002
7,24,16,17805,72.2,52.4,7/24/2002
7,24,17,17685,72.1,51.9,7/24/2002
7,24,18,17311,71.3,51.7,7/24/2002
7,24,19,16728,69.6,50.4,7/24/2002
7,24,20,16149,68.1,50.1,7/24/2002
7,24,21,16258,66.4,50.7,7/24/2002
7,24,22,15845,64.5,50,7/24/2002
7,24,23,14218,63.3,49.3,7/24/2002
7,24,24,12584,60.9,49.7,7/24/2002
7,25,1,11465,60.1,49.9,7/25/2002
7,25,2,10802,58.8,49.7,7/25/2002
7,25,3,10483,58.1,48.2,7/25/2002
7,25,4,10319,57.6,48.6,7/25/2002
7,25,5,10449,56.4,48.4,7/25/2002
7,25,6,11068,56.3,49.5,7/25/2002
7,25,7,12561,55.9,48.6,7/25/2002
7,25,8,14441,58.6,50.5,7/25/2002
7,25,9,15678,62.2,51.5,7/25/2002
7,25,10,16448,66.3,51.4,7/25/2002
7,25,11,16998,69.1,51.3,7/25/2002
7,25,12,17270,70.2,51.4,7/25/2002
7,25,13,17345,71.1,52.2,7/25/2002
7,25,14,17493,71.9,52.1,7/25/2002
7,25,15,17479,72.9,52.3,7/25/2002
7,25,16,17408,72.9,52.5,7/25/2002
7,25,17,17310,72.3,52.6,7/25/2002
7,25,18,17023,71.8,52.4,7/25/2002
7,25,19,16468,71.8,52.5,7/25/2002
7,25,20,15956,70.5,52,7/25/2002
7,25,21,16118,67.5,52.2,7/25/2002
7,25,22,15663,65.4,52.8,7/25/2002
7,25,23,14082,63.3,53.8,7/25/2002
7,25,24,12518,61.9,53.4,7/25/2002
7,26,1,11376,60.7,52.9,7/26/2002
7,26,2,10729,59.4,53,7/26/2002
7,26,3,10381,57.9,52.8,7/26/2002
7,26,4,10221,56.5,53.4,7/26/2002
7,26,5,10374,56.2,53,7/26/2002
7,26,6,11009,55.1,52.3,7/26/2002
7,26,7,12405,54.7,51.9,7/26/2002
7,26,8,14201,56.6,52.9,7/26/2002
7,26,9,15400,59.6,53.3,7/26/2002
7,26,10,16138,62.3,53.5,7/26/2002
7,26,11,16581,65.8,50.7,7/26/2002
7,26,12,16851,68.3,49.6,7/26/2002
7,26,13,16832,69.8,49.6,7/26/2002
7,26,14,16824,70.3,50.1,7/26/2002
7,26,15,16658,70.7,50.9,7/26/2002
7,26,16,16377,70.7,51.4,7/26/2002
7,26,17,16103,69.9,52.8,7/26/2002
7,26,18,15713,68.9,53,7/26/2002
7,26,19,15246,68.6,53.5,7/26/2002
7,26,20,14896,67.1,54.5,7/26/2002
7,26,21,15125,65.2,54.8,7/26/2002
7,26,22,14719,63.5,55.3,7/26/2002
7,26,23,13448,63.1,54.7,7/26/2002
7,26,24,12097,62.5,54.6,7/26/2002
7,27,1,11081,62.2,54.8,7/27/2002
7,27,2,10477,62,55.7,7/27/2002
7,27,3,10153,61.6,56.8,7/27/2002
7,27,4,9989,61.6,57.5,7/27/2002
7,27,5,9995,62,57.9,7/27/2002
7,27,6,10257,61.8,58.4,7/27/2002
7,27,7,10802,61.8,58.7,7/27/2002
7,27,8,11890,62.5,59.1,7/27/2002
7,27,9,13213,63.5,59.7,7/27/2002
7,27,10,14250,64.8,60.1,7/27/2002
7,27,11,14774,66,60.5,7/27/2002
7,27,12,14895,67.3,60.8,7/27/2002
7,27,13,14725,68.2,60.6,7/27/2002
7,27,14,14462,69,61.3,7/27/2002
7,27,15,14244,70,62.3,7/27/2002
7,27,16,14109,70.9,62.7,7/27/2002
7,27,17,14153,71,62.8,7/27/2002
7,27,18,14260,71,62.9,7/27/2002
7,27,19,14212,71.2,63.4,7/27/2002
7,27,20,14128,70.7,63.4,7/27/2002
7,27,21,14491,69.5,63.8,7/27/2002
7,27,22,14311,67.7,63.5,7/27/2002
7,27,23,13320,67.3,63.4,7/27/2002
7,27,24,12163,66.2,63.4,7/27/2002
7,28,1,11204,65.7,63.3,7/28/2002
7,28,2,10601,65.5,63.5,7/28/2002
7,28,3,10277,65.2,63.7,7/28/2002
7,28,4,10089,65,63.5,7/28/2002
7,28,5,10052,65,63.6,7/28/2002
7,28,6,10119,65.2,63.7,7/28/2002
7,28,7,10386,65.2,64.2,7/28/2002
7,28,8,11180,65.5,64.5,7/28/2002
7,28,9,12336,66.2,64.9,7/28/2002
7,28,10,13412,67.2,65.5,7/28/2002
7,28,11,14162,68.3,65.9,7/28/2002
7,28,12,14657,70.3,66.3,7/28/2002
7,28,13,14941,70.9,66.3,7/28/2002
7,28,14,15031,72.2,67.3,7/28/2002
7,28,15,14973,72.4,67.5,7/28/2002
7,28,16,14982,71.6,68,7/28/2002
7,28,17,15221,72.2,68.7,7/28/2002
7,28,18,15559,73.8,69.9,7/28/2002
7,28,19,15677,74.4,69.7,7/28/2002
7,28,20,15751,74.5,70.3,7/28/2002
7,28,21,16352,73.7,70,7/28/2002
7,28,22,16052,73,70.1,7/28/2002
7,28,23,14904,72.9,70.4,7/28/2002
7,28,24,13561,72.4,70.2,7/28/2002
7,29,1,12558,72.7,70.6,7/29/2002
7,29,2,11968,72.3,70.5,7/29/2002
7,29,3,11686,71.5,70.3,7/29/2002
7,29,4,11597,70.7,69.7,7/29/2002
7,29,5,11849,71.1,70.6,7/29/2002
7,29,6,12760,71.4,70.9,7/29/2002
7,29,7,14544,71.7,70.7,7/29/2002
7,29,8,16830,72.1,71,7/29/2002
7,29,9,18723,74.6,71.7,7/29/2002
7,29,10,20308,77.9,72.7,7/29/2002
7,29,11,21574,81.5,71.4,7/29/2002
7,29,12,22318,84.3,70.3,7/29/2002
7,29,13,22748,86.6,68.2,7/29/2002
7,29,14,23205,88.2,67.7,7/29/2002
7,29,15,23404,89.5,67.3,7/29/2002
7,29,16,23495,89.8,67,7/29/2002
7,29,17,23586,90,66.7,7/29/2002
7,29,18,23431,90.4,67.1,7/29/2002
7,29,19,22914,90,67.3,7/29/2002
7,29,20,22262,88.1,67.7,7/29/2002
7,29,21,22207,85.3,68.3,7/29/2002
7,29,22,21381,81.7,69.1,7/29/2002
7,29,23,19241,79.4,68.9,7/29/2002
7,29,24,17063,78,68.9,7/29/2002
7,30,1,15532,76.1,68.6,7/30/2002
7,30,2,14567,74.9,68.4,7/30/2002
7,30,3,13971,73.8,68.1,7/30/2002
7,30,4,13659,73.4,68,7/30/2002
7,30,5,13726,73,67.8,7/30/2002
7,30,6,14408,72.6,68.1,7/30/2002
7,30,7,16057,72.3,67.6,7/30/2002
7,30,8,18296,74.9,69.5,7/30/2002
7,30,9,19992,76.7,70.3,7/30/2002
7,30,10,21242,80.1,71.2,7/30/2002
7,30,11,22391,83.4,70.8,7/30/2002
7,30,12,23158,86.2,70.5,7/30/2002
7,30,13,23617,87.2,70.2,7/30/2002
7,30,14,23968,88.6,68.7,7/30/2002
7,30,15,24125,89.3,67.1,7/30/2002
7,30,16,24206,90.6,66,7/30/2002
7,30,17,24229,90.3,65.2,7/30/2002
7,30,18,23819,89.8,64.8,7/30/2002
7,30,19,22981,88.2,63.8,7/30/2002
7,30,20,22124,85.7,63.8,7/30/2002
7,30,21,21954,83.1,64.2,7/30/2002
7,30,22,21131,81.4,63.5,7/30/2002
7,30,23,19029,78.9,64.3,7/30/2002
7,30,24,16856,77.3,63.1,7/30/2002
7,31,1,15237,75.3,62.5,7/31/2002
7,31,2,14225,74.9,61.9,7/31/2002
7,31,3,13606,73.3,62.3,7/31/2002
7,31,4,13238,72.2,61.9,7/31/2002
7,31,5,13230,71,61.8,7/31/2002
7,31,6,13810,69.5,61.5,7/31/2002
7,31,7,15405,69.1,62,7/31/2002
7,31,8,17630,72,63.1,7/31/2002
7,31,9,19319,75.5,63.6,7/31/2002
7,31,10,20647,79.7,64.4,7/31/2002
7,31,11,21765,82.5,64.7,7/31/2002
7,31,12,22522,85.1,64.5,7/31/2002
7,31,13,22924,87.6,62.9,7/31/2002
7,31,14,23337,88.7,61.6,7/31/2002
7,31,15,23525,89.8,61.4,7/31/2002
7,31,16,23616,89.8,61.9,7/31/2002
7,31,17,23699,89.2,61.8,7/31/2002
7,31,18,23488,89.1,61.2,7/31/2002
7,31,19,22840,89.4,61.9,7/31/2002
7,31,20,22078,87.4,63.4,7/31/2002
7,31,21,21998,84,63.9,7/31/2002
7,31,22,21145,80.6,65,7/31/2002
7,31,23,19092,78.1,65.1,7/31/2002
7,31,24,16970,77.4,64.6,7/31/2002
8,1,1,15456,76,65.2,8/1/2002
8,1,2,14526,75.7,64.6,8/1/2002
8,1,3,13907,74,64.2,8/1/2002
8,1,4,13580,73.3,63.4,8/1/2002
8,1,5,13593,72.7,62.5,8/1/2002
8,1,6,14204,72.5,62.7,8/1/2002
8,1,7,15747,71.9,62.6,8/1/2002
8,1,8,17924,74.1,63.6,8/1/2002
8,1,9,19649,77.2,63.9,8/1/2002
8,1,10,20998,80.3,65.1,8/1/2002
8,1,11,22169,82.5,65.5,8/1/2002
8,1,12,22922,83.9,64.6,8/1/2002
8,1,13,23319,86.4,63,8/1/2002
8,1,14,23710,86.8,63.4,8/1/2002
8,1,15,23795,87.3,62.6,8/1/2002
8,1,16,23741,86.1,63.6,8/1/2002
8,1,17,23629,86.1,63.4,8/1/2002
8,1,18,23167,85.6,63.3,8/1/2002
8,1,19,22333,83.1,64.5,8/1/2002
8,1,20,21549,81.4,65.7,8/1/2002
8,1,21,21463,78.1,66.8,8/1/2002
8,1,22,20544,75.2,66.7,8/1/2002
8,1,23,18558,74.7,66.1,8/1/2002
8,1,24,16597,74,65.6,8/1/2002
8,2,1,15051,72.7,66.6,8/2/2002
8,2,2,14151,71.8,65.9,8/2/2002
8,2,3,13606,71,66.3,8/2/2002
8,2,4,13307,70.1,65.7,8/2/2002
8,2,5,13340,68.8,65.3,8/2/2002
8,2,6,14009,68.3,65.4,8/2/2002
8,2,7,15409,67.9,65.3,8/2/2002
8,2,8,17384,70,65.7,8/2/2002
8,2,9,19016,71.4,66.7,8/2/2002
8,2,10,20254,74.5,67.1,8/2/2002
8,2,11,21254,76.6,67,8/2/2002
8,2,12,22008,78.2,67.7,8/2/2002
8,2,13,22443,80.9,68.1,8/2/2002
8,2,14,22845,82.4,68.6,8/2/2002
8,2,15,22919,84.2,68.8,8/2/2002
8,2,16,22346,84.8,68.7,8/2/2002
8,2,17,21312,74.4,67.2,8/2/2002
8,2,18,20383,72.9,67.4,8/2/2002
8,2,19,19345,71.7,68.1,8/2/2002
8,2,20,18600,69.8,66.9,8/2/2002
8,2,21,18394,69.9,66.4,8/2/2002
8,2,22,17567,69.4,66,8/2/2002
8,2,23,16140,70.1,65.8,8/2/2002
8,2,24,14648,69.1,65.4,8/2/2002
8,3,1,13423,68.9,65.8,8/3/2002
8,3,2,12654,69.1,65.8,8/3/2002
8,3,3,12228,69,65.9,8/3/2002
8,3,4,11945,69,65.6,8/3/2002
8,3,5,11848,68.5,65.3,8/3/2002
8,3,6,12012,67.9,65.2,8/3/2002
8,3,7,12530,67.2,64.9,8/3/2002
8,3,8,13824,68.4,65.2,8/3/2002
8,3,9,15578,71.8,66.3,8/3/2002
8,3,10,17112,74,67.3,8/3/2002
8,3,11,18280,78.4,68.2,8/3/2002
8,3,12,19060,81.8,67.8,8/3/2002
8,3,13,19446,83.7,67.2,8/3/2002
8,3,14,19591,85.6,65.3,8/3/2002
8,3,15,19678,86.3,64.5,8/3/2002
8,3,16,19810,87.1,63.5,8/3/2002
8,3,17,19970,86.6,63.9,8/3/2002
8,3,18,20008,85.6,64.7,8/3/2002
8,3,19,19672,85.3,64.7,8/3/2002
8,3,20,19135,83.6,66.1,8/3/2002
8,3,21,19207,80.4,67.2,8/3/2002
8,3,22,18706,77.6,67.4,8/3/2002
8,3,23,17248,76.1,67.1,8/3/2002
8,3,24,15640,75.5,66.1,8/3/2002
8,4,1,14321,73.4,66.4,8/4/2002
8,4,2,13387,72.2,66.2,8/4/2002
8,4,3,12762,71.7,65.6,8/4/2002
8,4,4,12343,71.2,65.2,8/4/2002
8,4,5,12104,70.4,64.1,8/4/2002
8,4,6,11985,69.5,63.5,8/4/2002
8,4,7,12156,68.7,62.6,8/4/2002
8,4,8,13211,70.1,63.2,8/4/2002
8,4,9,14815,73.2,64,8/4/2002
8,4,10,16377,76.2,65.6,8/4/2002
8,4,11,17666,79.3,65.9,8/4/2002
8,4,12,18678,81.6,66.2,8/4/2002
8,4,13,19286,83.7,65.9,8/4/2002
8,4,14,19581,86.2,66.2,8/4/2002
8,4,15,19792,87.1,66.6,8/4/2002
8,4,16,19992,87.5,66.9,8/4/2002
8,4,17,20172,88.4,66,8/4/2002
8,4,18,20222,88.4,65.6,8/4/2002
8,4,19,19925,87,66.2,8/4/2002
8,4,20,19590,83.9,67.7,8/4/2002
8,4,21,19995,81.4,67.2,8/4/2002
8,4,22,19423,79.4,67.3,8/4/2002
8,4,23,17835,77.2,68,8/4/2002
8,4,24,16169,76.2,68.2,8/4/2002
8,5,1,14985,75.5,68.2,8/5/2002
8,5,2,14328,75.1,68.7,8/5/2002
8,5,3,13935,74.7,69.8,8/5/2002
8,5,4,13767,74.5,70.3,8/5/2002
8,5,5,13932,74.3,70.8,8/5/2002
8,5,6,14797,74,71,8/5/2002
8,5,7,16417,74.4,71.1,8/5/2002
8,5,8,18431,74.6,71.1,8/5/2002
8,5,9,19885,75.5,71.4,8/5/2002
8,5,10,20958,77,70.8,8/5/2002
8,5,11,21914,79.2,70.2,8/5/2002
8,5,12,22604,81.9,69.1,8/5/2002
8,5,13,23093,83.6,69.4,8/5/2002
8,5,14,23606,86.2,69,8/5/2002
8,5,15,23777,87,69.1,8/5/2002
8,5,16,23784,87.4,70,8/5/2002
8,5,17,23767,87.2,69.1,8/5/2002
8,5,18,23496,87,69.9,8/5/2002
8,5,19,22814,85.9,70,8/5/2002
8,5,20,22168,81.7,69.3,8/5/2002
8,5,21,22162,80,70.4,8/5/2002
8,5,22,21082,78.5,69.9,8/5/2002
8,5,23,18975,76.9,68.5,8/5/2002
8,5,24,16913,76.8,65.9,8/5/2002
8,6,1,15325,75.9,63.8,8/6/2002
8,6,2,14461,74.4,62.8,8/6/2002
8,6,3,13886,73,62.1,8/6/2002
8,6,4,13500,72.8,60.6,8/6/2002
8,6,5,13435,70.9,59.8,8/6/2002
